"genus","class_itis","family_itis","genus_itis","kingdom_itis","order_itis","phylum_itis","subkingdom_itis","class_tsn","family_tsn","genus_tsn","kingdom_tsn","order_tsn","phylum_tsn","subkingdom_tsn","species_itis","species_tsn","division_itis","division_tsn","infrakingdom_itis","subdivision_itis","infrakingdom_tsn","subdivision_tsn","subclass_itis","superdivision_itis","subclass_tsn","superdivision_tsn","variety_itis","variety_tsn","suborder_itis","subphylum_itis","suborder_tsn","subphylum_tsn","infraclass_itis","subfamily_itis","superfamily_itis","superorder_itis","superphylum_itis","infraclass_tsn","subfamily_tsn","superfamily_tsn","superorder_tsn","superphylum_tsn"
"Glenodiniopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaerodinium/Glenodinium/Peridiniopsis Complex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gonyaulax","Dinophyceae","Gonyaulacaceae","Gonyaulax","Chromista","Gonyaulacales",NA,"Chromista","9874","10356","10359","630578","573275",NA,"590735",NA,NA,"Pyrrophycophyta","9873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gloeodinium","Dinophyceae","Gloeodiniaceae","Gloeodinium","Chromista","Gloeodiniales",NA,"Chromista","9874","10585","10586","630578","10584",NA,"590735",NA,NA,"Pyrrophycophyta","9873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peridiniopsis","Dinophyceae","Glenodiniaceae","Peridiniopsis","Chromista","Peridiniales",NA,"Chromista","9874","10166","10195","630578","9995",NA,"590735",NA,NA,"Pyrrophycophyta","9873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protoderma","Chlorophyceae","Chaetophoraceae","Protoderma","Plantae","Chaetophorales",NA,"Viridiplantae","5415","6595","6642","202422","6594",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stigeoclonium","Chlorophyceae","Chaetophoraceae","Stigeoclonium","Plantae","Chaetophorales",NA,"Viridiplantae","5415","6595","6651","202422","6594",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetraëdron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrodictyon","Chlorophyceae","Hydrodictyaceae","Hydrodictyon","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","6030","6079","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acanthosphaera","Chlorophyceae","Micractiniaceae","Acanthosphaera","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","6313","6329","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golenkinia","Cyanophyceae","Scytonemataceae","Plectonema","Bacteria","Nostocales","Cyanobacteria","Negibacteria","602","1311","1312","50","861","956108","956096","Plectonema golenkinianum","1314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keriochlamys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cerasterias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chlorokybus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dimorphococcus","Chlorophyceae","Dictyosphaeriaceae","Dimorphococcus","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","6296","6303","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polyedriopsis","Trebouxiophyceae","Oocystaceae","Polyedriopsis","Plantae","Chlorellales",NA,"Viridiplantae","846520","5810","5931","202422","846591",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trochiscia","Trebouxiophyceae","Oocystaceae","Trochiscia","Plantae","Chlorellales",NA,"Viridiplantae","846520","5810","5950","202422","846591",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coccomyxa","Chlorophyceae","Coccomyxaceae",NA,"Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","6354",NA,"202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dispora","Chlorophyceae","Coccomyxaceae","Dispora","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","6354","6380","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chlamydocapsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gloeotila","Ulvophyceae","Gloeotilaceae",NA,"Plantae","Ulotrichales",NA,"Viridiplantae","846521","955018",NA,"202422","6409",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diplostauron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gloeomonas","Chlorophyceae","Chlamydomonadaceae","Gloeomonas","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5423","5531","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polytoma","Chlorophyceae","Chlamydomonadaceae","Polytoma","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5423","5534","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scourfieldia","Pedinophyceae","Scourfieldiaceae","Scourfieldia","Plantae","Scourfieldiales",NA,"Viridiplantae","846518","955003","5561","202422","846587",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phacotus","Chlorophyceae","Phacotaceae","Phacotus","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5611","5619","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermatozopsis","Pyramimonadophyceae","Polyblepharidaceae","Spermatozopsis","Plantae","Pyramimonadales",NA,"Viridiplantae","846519","9529","9553","202422","9514",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Prasinophytina","846493","954901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Platydorina","Chlorophyceae","Volvocaceae","Platydorina","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5572","5592","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Docidium","Conjugatophyceae","Zygnemataceae","Docidium","Plantae","Zygnematales",NA,"Viridiplantae","954908","6995","7171","202422","6994",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Staurodesmus/Arthrodesmus/Octacanthium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mesotaenium","Conjugatophyceae","Mesotaeniaceae","Mesotaenium","Plantae","Zygnematales",NA,"Viridiplantae","954908","8875","8909","202422","6994",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netrium","Conjugatophyceae","Mesotaeniaceae","Netrium","Plantae","Zygnematales",NA,"Viridiplantae","954908","8875","8937","202422","6994",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roya","Conjugatophyceae","Mesotaeniaceae","Roya","Plantae","Zygnematales",NA,"Viridiplantae","954908","8875","8885","202422","6994",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asterocystis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polykyrtos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vacuolaria","Chloromonadophyceae","Vacuolariaceae",NA,"Chromista","Chloromonadales",NA,"Chromista","10588","10594",NA,"630578","10589",NA,"590735",NA,NA,"Pyrrophycophyta","9873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chrysocapsa","Chrysophyceae",NA,NA,"Chromista","Chrysocapsales",NA,"Chromista","1448",NA,NA,"630578","1858",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chrysidiastrum",NA,NA,"Chrysidiastrum",NA,NA,NA,NA,NA,NA,"1851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phaeoplaca","Chrysophyceae","Phaeoplacaceae",NA,"Chromista","Phaeothamniales",NA,"Chromista","1448","1708",NA,"630578","1689",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylochrysalis","Chrysophyceae","Dinobryaceae","Stylochrysalis","Chromista","Ochromonadales",NA,"Chromista","1448","1514","1590","630578","1451",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chrysodidymus","Chrysophyceae","Synuraceae","Chrysodidymus","Chromista","Ochromonadales",NA,"Chromista","1448","1597","1673","630578","1451",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chrysosphaerella","Chrysophyceae","Synuraceae","Chrysosphaerella","Chromista","Ochromonadales",NA,"Chromista","1448","1597","1669","630578","1451",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chrysosphaera","Chrysophyceae",NA,NA,"Chromista","Chrysosphaerales",NA,"Chromista","1448",NA,NA,"630578","1874",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botrydiopsis","Xanthophyceae","Pleurochloridaceae","Botrydiopsis","Chromista","Mischococcales",NA,"Chromista","1883","1937","1962","630578","1935",NA,"590735",NA,NA,"Xanthophyta","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peroniella","Xanthophyceae","Characiopsidaceae","Peroniella","Chromista","Mischococcales",NA,"Chromista","1883","1978","1994","630578","1935",NA,"590735",NA,NA,"Xanthophyta","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pleurogaster","Xanthophyceae","Pleurochloridaceae","Pleurogaster","Chromista","Mischococcales",NA,"Chromista","1883","1937","1951","630578","1935",NA,"590735",NA,NA,"Xanthophyta","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chrysochromulina","Prymnesiophyceae","Prymnesiaceae","Chrysochromulina","Chromista","Prymnesiales",NA,"Chromista","2135","2159","2160","630578","2158",NA,"590735",NA,NA,"Haptophyta","2134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stipitococcus","Xanthophyceae","Stipitococcaceae","Stipitococcus","Chromista","Rhizochloridales",NA,"Chromista","1883","2122","2124","630578","2121",NA,"590735",NA,NA,"Xanthophyta","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
