"algal_group12","algal_group07","phylum12","phylum07","class12","order12","order07","family12","family07","genus","sp12","sp07","class_itis","family_itis","genus_itis","kingdom_itis","order_itis","phylum_itis","subkingdom_itis","class_tsn","family_tsn","genus_tsn","kingdom_tsn","order_tsn","phylum_tsn","subkingdom_tsn","species_itis","species_tsn","division_itis","division_tsn","infrakingdom_itis","subdivision_itis","infrakingdom_tsn","subdivision_tsn","subclass_itis","superdivision_itis","subclass_tsn","superdivision_tsn","variety_itis","variety_tsn","suborder_itis","subphylum_itis","suborder_tsn","subphylum_tsn","infraclass_itis","subfamily_itis","superfamily_itis","superorder_itis","superphylum_itis","infraclass_tsn","subfamily_tsn","superfamily_tsn","superorder_tsn","superphylum_tsn","genus_id"
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Gonyaulacales",NA,"Calciodinellaceae",NA,"Ensiculifera","Ensiculifera",NA,"Dinophyceae","Calciodinellaceae","Ensiculifera","Chromista","Gonyaulacales",NA,"Chromista",9874,10535,573310,630578,573275,NA,590735,NA,NA,"Pyrrophycophyta",9873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133
"Dinoflagellates","Dinoflagellate","Myzozoa","Pyrrhophyta","Dinophyceae","Gonyaulacales","Peridiniales","Ceratiaceae","Oxytoxaceae","Ceratium","Ceratium; Ceratium carolinianum; Ceratium cornutum; Ceratium furcoides; Ceratium hirundinella","Ceratium; Ceratium hirundinella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Triceratium alternans",2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134
"Dinoflagellates","Dinoflagellate","Myzozoa","Pyrrhophyta","Dinophyceae","Gymnodiniales","Gymnodiniales","Gymnodiniaceae","Gymondiniaceae","Gymnodinium","Gymnodinium; Gymnodinium discoidale; Gymnodinium palustre; Gymnodinium uberrimum","Gymnodinium","Dinophyceae","Gymnodiniaceae","Gymnodinium","Chromista","Gymnodiniales",NA,"Chromista",9874,9996,10031,630578,9994,NA,590735,NA,NA,"Pyrrophycophyta",9873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Gymnodiniales",NA,"Kareniaceae",NA,"Karlodinium","Karlodinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Gymnodiniales",NA,"Kareniaceae",NA,"Katodinium","Katodinium",NA,"Dinophyceae","Gymnodiniaceae","Katodinium","Chromista","Gymnodiniales",NA,"Chromista",9874,9996,10104,630578,9994,NA,590735,NA,NA,"Pyrrophycophyta",9873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Oxyrrhinales",NA,"Osyrrhinaceae",NA,"Oxyrrhis","Oxyrrhis",NA,"Dinophyceae","Pronoctilucaceae","Oxyrrhis","Chromista","Peridiniales",NA,"Chromista",9874,10142,10145,630578,9995,NA,590735,NA,NA,"Pyrrophycophyta",9873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138
"Dinoflagellates","Dinoflagellate","Myzozoa","Pyrrhophyta","Dinophyceae","Peridiniales","Peridiniales","Glenodiniaceae","Glenodiniaceae","Glenodinium","Glenodinium; Glenodinium quadridens","Glenodinium","Dinophyceae","Glenodiniaceae","Glenodinium","Chromista","Peridiniales",NA,"Chromista",9874,10166,10174,630578,9995,NA,590735,NA,NA,"Pyrrophycophyta",9873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Peridiniales",NA,"Glenodiniaceae",NA,"Heterocapsa","Heterocapsa",NA,"Dinophyceae","Peridiniaceae","Heterocapsa","Chromista","Peridiniales",NA,"Chromista",9874,10205,10206,630578,9995,NA,590735,NA,NA,"Pyrrophycophyta",9873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140
"Dinoflagellates","Dinoflagellate","Myzozoa","Pyrrhophyta","Dinophyceae","Peridiniales","Peridiniales","Peridiniaceae","Peridiniaceae","Peridinium","Peridinium; Peridinium aciculiferum; Peridinium bipes; Peridinium inconspicuum; Peridinium limbatum; Peridinium umbonatum; Peridinium willei; Peridinium wisconsinense","Peridinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium bipes",10210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Peridiniales",NA,"Peridiniaceae",NA,"Scrippsiella","Scrippsiella trochoidea",NA,"Dinophyceae","Calciodinellaceae","Scrippsiella","Chromista","Gonyaulacales",NA,"Chromista",9874,10535,10536,630578,573275,NA,590735,NA,NA,"Pyrrophycophyta",9873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Peridiniales",NA,"Protoperidiniaceae",NA,"Protoperidinium","Protoperidinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium bipes",10210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Phytodiniales",NA,"Phytodiniaceae",NA,"Cystodinium","Cystodinium",NA,"Dinophyceae","Phytodiniaceae","Cystodinium","Chromista","Phytodiniales",NA,"Chromista",9874,10550,10567,630578,10549,NA,590735,NA,NA,"Pyrrophycophyta",9873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144
"Euglenoids","Euglenoid","Euglenophycota","Euglenophyta","Euglenophyceae","Euglenales","Euglenales","Euglenaceae","Euglenaceae","Euglena","Euglena; Euglena acus; Euglena convoluta; Euglena proxima","Euglena; Euglena gracilis; Euglena minima; Euglena sanguinea","Euglenophyceae",NA,NA,"Protozoa","Euglenales","Euglenophycota",NA,9602,NA,NA,630577,9618,9601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145
"Euglenoids","Euglenoid","Euglenophycota","Euglenophyta","Euglenophyceae","Euglenales","Euglenales","Euglenaceae","Euglenaceae","Lepocinclis","Lepocinclis; Lepocinclis acus; Lepocinclis ovum; Lepocinclis spirogyroides; Lepocinclis steinii","Lepocinclis; Lepocinclis ovum","Euglenophyceae","Euglenaceae","Lepocinclis","Protozoa","Euglenales","Euglenophycota",NA,9602,9619,9758,630577,9618,9601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146
"Euglenoids","Euglenoid","Euglenophycota","Euglenophyta","Euglenophyceae","Euglenales","Euglenales","Euglenaceae","Euglenaceae","Monomorphina","Monomorphina","Monomorphina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147
"Euglenoids","Euglenoid","Euglenophycota","Euglenophyta","Euglenophyceae","Euglenales","Euglenales","Euglenaceae","Euglenaceae","Phacus","Phacus; Phacus caudatus; Phacus chloroplastes; Phacus curvicauda; Phacus horridus; Phacus longicauda; Phacus nordstedtii; Phacus orbicularis; Phacus pseudoswirenkoi; Phacus suecicus; Phacus swirenkoi; Phacus tortus","Phacus; Phacus helicoides; Phacus longicauda","Euglenophyceae","Euglenaceae","Phacus","Protozoa","Euglenales","Euglenophycota",NA,9602,9619,9766,630577,9618,9601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148
"Euglenoids","Euglenoid","Euglenophycota","Euglenophyta","Euglenophyceae","Euglenales","Euglenales","Euglenaceae","Euglenaceae","Strombomonas","Strombomonas; Strombomonas acuminata; Strombomonas conspersa; Strombomonas ovalis; Strombomonas rotunda","Strombomonas","Euglenophyceae","Euglenaceae","Strombomonas","Protozoa","Euglenales","Euglenophycota",NA,9602,9619,9740,630577,9618,9601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149
"Euglenoids","Euglenoid","Euglenophycota","Euglenophyta","Euglenophyceae","Euglenales","Euglenales","Euglenaceae","Euglenaceae","Trachelomonas","Trachelomonas; Trachelomonas abrupta; Trachelomonas acanthostoma; Trachelomonas armata; Trachelomonas caudata; Trachelomonas cylindrica; Trachelomonas dubia; Trachelomonas ellipsoidalis; Trachelomonas hexangulata; Trachelomonas hispida; Trachelomonas lacustris; Trachelomonas oblonga; Trachelomonas rotunda; Trachelomonas rugulosa; Trachelomonas scabra; Trachelomonas similis; Trachelomonas spectabilis; Trachelomonas subverrucosa; Trachelomonas superba; Trachelomonas variabilis; Trachelomonas volvocina","Trachelomonas; Trachelomonas anmata","Euglenophyceae","Euglenaceae","Trachelomonas","Protozoa","Euglenales","Euglenophycota",NA,9602,9619,9690,630577,9618,9601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150
"Euglenoids",NA,"Euglenophycota",NA,"Euglenophyceae","Eutreptiales",NA,"Eutreptiaceae",NA,"Eutreptia","Eutreptia",NA,"Euglenophyceae",NA,NA,"Protozoa","Eutreptiales","Euglenophycota",NA,9602,NA,NA,630577,9603,9601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151
"Eustigmatophytes","Yello-Green Algae","Ochrophyta","Isthmochoron","Eustigmatophyceae","Eustigmatales","Tribophyceae","Eustigmataceae","Mischococcales","Pseudostaurastrum","Pseudostaurastrum; Pseudostaurastrum hastatum; Pseudostaurastrum limneticum; Pseudostaurastrum lobulatum","Pseudostaurastrum; Pseudostaurastrum limnetica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Chromalinales","Chromulinales","Chromulinaceae","Chromulinaceae","Chromulina","Chromulina","Chromulina","Chrysophyceae","Chromulinaceae",NA,"Chromista","Chromalinales",NA,"Chromista",1448,1715,NA,630578,1714,NA,590735,NA,NA,"Chrysophyta",1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Chromalinales","Chromulinales","Dinobryaceae","Chromulinaceae","Pseudokephyrion","Pseudokephyrion; Pseudokephyrion psuedospirale","Pseudokephyrion",NA,NA,"Pseudokephyrion/part",NA,NA,NA,NA,NA,NA,1516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Chromulinales","Chromulinales","Chromulinaceae","Chromulinaceae","Kephyrion","Kephyrion; Kephyrion rubi-claustri","Kephyrion",NA,NA,"Pseudokephyrion/part",NA,NA,NA,NA,NA,NA,1516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155
"Golden algae",NA,"Heterokontophyta",NA,"Chrysophyceae","Chromulinales",NA,"Chrysocapsaceae",NA,"Chrysocapsella","Chrysocapsella planctonica",NA,"Chrysophyceae","Ruttneraceae","Chrysocapsella","Chromista","Ochromonadales",NA,"Chromista",1448,1678,1682,630578,1451,NA,590735,NA,NA,"Chrysophyta",1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Chrysococcales","Chrysococcales","Chrysococcaceae","Chrysococcaceae","Chrysococcus","Chrysococcus","Chrysococcus","Chrysophyceae","Chrysococcaceae","Chrysococcus","Chromista","Chromalinales",NA,"Chromista",1448,1746,1751,630578,1714,NA,590735,NA,NA,"Chrysophyta",1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Chrysomonadales","Chrysomonadales","Dinobryaceae","Dinobryaceae","Dinobryon","Dinobryon; Dinobryon bavaricum; Dinobryon crenulatum; Dinobryon cylindricum; Dinobryon divergens; Dinobryon sertularia; Dinobryon sociale","Dinobryon; Dinobryon bavaricum; Dinobryon eurystoma; Dinobryon sertularia","Chrysophyceae","Dinobryaceae","Dinobryon","Chromista","Ochromonadales",NA,"Chromista",1448,1514,1515,630578,1451,NA,590735,NA,NA,"Chrysophyta",1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Chrysomonadales","Chrysomonadales","Synuraceae","Synuraceae","Mallomonas","Mallomonas; Mallomonas akrokomas; Mallomonas producta","Mallomonas","Chrysophyceae","Synuraceae","Mallomonas","Chromista","Ochromonadales",NA,"Chromista",1448,1597,1598,630578,1451,NA,590735,NA,NA,"Chrysophyta",1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Chrysomonadales","Chrysomonadales","Synuraceae","Synuraceae","Synura","Synura; Synura uvella","Synura","Chrysophyceae","Synuraceae",NA,"Chromista","Ochromonadales",NA,"Chromista",1448,1597,NA,630578,1451,NA,590735,NA,NA,"Chrysophyta",1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160
"Golden algae",NA,"Heterokontophyta",NA,"Chrysophyceae","Dictyochales",NA,"Dictyochaceae",NA,"Dictyocha","Dictyocha",NA,"Chrysophyceae",NA,NA,"Chromista","Dictyochales",NA,"Chromista",1448,NA,NA,630578,1802,NA,590735,NA,NA,"Chrysophyta",1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Ochromonadales","Ochromonadales","Ochromonadaceae","Ochromonadaceae","Ochromonas","Ochromonas; Ochromonas pyriformis","Ochromonas","Chrysophyceae","Ochromonadaceae","Ochromonas","Chromista","Ochromonadales",NA,"Chromista",1448,1452,1455,630578,1451,NA,590735,NA,NA,"Chrysophyta",1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Ochromonadales","Chrysomonadales","Ochromonadaceae","Ochromonadaceae","Uroglena","Uroglena","Uroglena","Chrysophyceae","Ochromonadaceae","Uroglena","Chromista","Ochromonadales",NA,"Chromista",1448,1452,1483,630578,1451,NA,590735,NA,NA,"Chrysophyta",1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163
"Golden algae",NA,"Heterokontophyta",NA,"Chrysophyceae","Pedinellales",NA,"Pedinellaceae",NA,"Pseudopedinella","Pseudopedinella pyriformis",NA,"Chrysophyceae","Pedinellaceae","Pseudopedinella","Chromista","Chromalinales",NA,"Chromista",1448,1783,1787,630578,1714,NA,590735,NA,NA,"Chrysophyta",1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Stylococcales","Chrysomonadales","Stylococcaceae","Undetermined","Bitrichia","Bitrichia","Bitrichia","Insecta","Hydroptilidae","Jabitrichia","Animalia","Trichoptera","Arthropoda","Bilateria",99208,115629,598659,202423,115095,82696,914154,NA,NA,NA,NA,"Protostomia",NA,914155,NA,"Pterygota",NA,100500,NA,NA,NA,NA,"Hexapoda",NA,563886,"Neoptera","Hydroptilinae","Hydroptiloidea","Holometabola","Ecdysozoa",563890,598221,598164,914213,914158,165
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chattonetales",NA,"Vacuolariaceae",NA,"Gonyostomum","Gonyostomum; Gonyostomum depressum; Gonyostomum semen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorellales",NA,"Chlorellacae",NA,"Coronastrum","Coronastrum ellipsoideum",NA,"Chlorophyceae","Scenedesmaceae","Coronastrum","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,6097,6270,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorellales",NA,"Chlorellacae",NA,"Diacanthos","Diacanthos belanophorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorellales",NA,"Chlorellacae",NA,"Didymogenes","Didymogenes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorellales",NA,"Chlorellacae",NA,"Golenkiniopsis","Golenkiniopsis; Golenkiniopsis chlorelloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorellales",NA,"Chlorellaceae",NA,"Podohedra","Podohedra falcata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorellales",NA,"Koliellaceae",NA,"Koliella","Koliella longiseta",NA,"Trebouxiophyceae","Koliellaceae",NA,"Plantae","Prasiolales",NA,"Viridiplantae",846520,955005,NA,202422,6391,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorococcales",NA,"Characiaceae",NA,"Ankyra","Ankyra; Ankyra judai",NA,"Chlorophyceae","Characiaceae","Ankyra","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,5755,5788,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Chlorococcaceae","Chlorococcaceae","Chlorococcum","Chlorococcum","Chlorococcum; Chlorococcum humicola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chlorococcum regulare",2133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorococcales",NA,"Chlorococcaceae",NA,"Tetraedron","Tetraedron; Tetraedron arthrodesmiforme; Tetraedron bifurcatum; Tetraedron caudatum; Tetraedron constrictum; Tetraedron duospinum; Tetraedron gracile; Tetraedron hastatum; Tetraedron heteracanthum; Tetraedron limneticum; Tetraedron minimum; Tetraedron minutum; Tetraedron muticum; Tetraedron pentaedricum; Tetraedron plactonicum; Tetraedron pusillum; Tetraedron regulare; Tetraedron trigonum; Tetraedron victoriae",NA,"Xanthophyceae","Centratractaceae","Pseudotetraedron","Chromista","Mischococcales",NA,"Chromista",1883,2007,2008,630578,1935,NA,590735,NA,NA,"Xanthophyta",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Coccomyxaceae","Oocystaceae","Nannochloris","Nannochloris","Nannochloris","Trebouxiophyceae","Oocystaceae","Nannochloris","Plantae","Chlorellales",NA,"Viridiplantae",846520,5810,5825,202422,846591,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Dictyosphaeriaceae","Oocystaceae","Botryococcus","Botryococcus; Botryococcus braunii; Botryococcus protuberans","Botryococcus","Trebouxiophyceae","Botryococcaceae","Botryococcus","Plantae","Trebouxiales",NA,"Viridiplantae",846520,954981,6306,202422,846593,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Dictyosphaeriaceae","Oocystaceae","Dictyosphaerium","Dictyosphaerium; Dictyosphaerium chlorelloides; Dictyosphaerium ehrenbergianum; Dictyosphaerium pulchellum; Dictyosphaerium tetrachotomum","Dictyosphaerium; Dictyosphaerium ehrenbergianum; Dictyosphaerium ehrenbergii; Dictyosphaerium pulchellum","Chlorophyceae","Dictyosphaeriaceae","Dictyosphaerium","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,6296,6297,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorococcales",NA,"Hormotilaceae",NA,"Palmodictyon","Palmodictyon viride",NA,"Chlorophyceae","Palmellopsidaceae","Palmodictyon","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,9163,9175,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorococcales",NA,"Hydrodictyaceae",NA,"Parapediastrum","Parapediastrum biradiatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Hydrodictyaceae","Hydrodictyaceae","Pediastrum","Pediastrum; Pediastrum angulosum; Pediastrum boryanum; Pediastrum duplex; Pediastrum kawraiskyi; Pediastrum simplex; Pediastrum tetras","Pediastrum; Pediastrum Boryanum; Pediastrum duplex; Pediastrum duplex clathratum; Pediastrum duplex gracillimum ; Pediastrum duplex rotundatum; Pediastrum kawraiskyi; Pediastrum obtusum; Pediastrum simplex duodenarium; Pediastrum tetras","Chlorophyceae","Hydrodictyaceae","Pediastrum","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,6030,6031,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorococcales",NA,"Micractiniaceae",NA,"Golenkina","Golenkina; Golenkina paucispina; Golenkina radiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182
