"algal_group12","algal_group07","phylum12","phylum07","class12","order12","order07","family12","family07","genus","sp12","sp07","class_itis","family_itis","genus_itis","kingdom_itis","order_itis","phylum_itis","subkingdom_itis","class_tsn","family_tsn","genus_tsn","kingdom_tsn","order_tsn","phylum_tsn","subkingdom_tsn","species_itis","species_tsn","division_itis","division_tsn","infrakingdom_itis","subdivision_itis","infrakingdom_tsn","subdivision_tsn","subclass_itis","superdivision_itis","subclass_tsn","superdivision_tsn","variety_itis","variety_tsn","suborder_itis","subphylum_itis","suborder_tsn","subphylum_tsn","infraclass_itis","subfamily_itis","superfamily_itis","superorder_itis","superphylum_itis","infraclass_tsn","subfamily_tsn","superfamily_tsn","superorder_tsn","superphylum_tsn","genus_id"
"Blue-green algae",NA,"Cyanophyta",NA,"Cyanophyceae","Nostocales",NA,"Rivulariaceae",NA,"Rivularia","Rivularia",NA,"Cyanophyceae","Oscillatoriaceae","Lyngbya","Bacteria","Nostocales","Cyanobacteria","Negibacteria",602,862,870,50,861,956108,956096,"Lyngbya rivulariarum",880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
"Blue-green algae",NA,"Cyanophyta",NA,"Cyanophyceae","Oscillatoriales",NA,"Borziaceae",NA,"Komvophoron","Komvophoron; Komvophoron breve; Komvophoron constrictum; Komvophoron skujae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Oscillatoriaceae","Oscillatoriaceae","Lyngbya","Lyngbya; Lyngbya hieronymusii; Lyngbya limnetica","Lyngbya; Lyngbya contorta; Lyngbya limnetica; Lyngbya majuscula","Cyanophyceae","Oscillatoriaceae","Hydrocoleum","Bacteria","Nostocales","Cyanobacteria","Negibacteria",602,862,865,50,861,956108,956096,"Hydrocoleum lyngbyaceum",867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Oscillatoriaceae","Oscillatoriaceae","Oscillatoria","Oscillatoria; Oscillatoria limosa; Oscillatoria ornata; Oscillatoria princeps; Oscillatoria simplicissima; Oscillatoria subbrevis; Oscillatoria tenuis","Oscillatoria; Oscillatoria contorta; Oscillatoria limosa; Oscillatoria sancta; Oscillatoria tenuis; Oscillatoria utermoelaii","Cyanophyceae","Oscillatoriaceae",NA,"Bacteria","Nostocales","Cyanobacteria","Negibacteria",602,862,NA,50,861,956108,956096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Phormidiaceae","Phormidiaceae","Phormidium","Phormidium","Phormidium; Phormidium granulatum; Phormidium minnesothense; Phormidium tenue","Cyanophyceae","Oscillatoriaceae","Phormidium","Bacteria","Nostocales","Cyanobacteria","Negibacteria",602,862,992,50,861,956108,956096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Phormidiaceae","Phormidiaceae","Planktothrix","Planktothrix; Planktothrix agardhii; Planktothrix compressa; Planktothrix isothrix; Planktothrix suspensa","Planktothrix; Planktothrix agardhii","Cyanophyceae","Oscillatoriaceae","Planktothrix","Bacteria","Nostocales","Cyanobacteria","Negibacteria",602,862,189420,50,861,956108,956096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Phormidiaceae","Phormidiaceae","Trichodesmium","Trichodesmium lacustre","Trichodesmium",NA,NA,"Trichodesmium",NA,NA,NA,NA,NA,NA,918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
"Blue-green algae",NA,"Cyanophyta",NA,"Cyanophyceae","Oscillatoriales",NA,"Phormidiaceae",NA,"Tychonema","Tychonema; Tychonema bourrellyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Pseudanabaenaceae","Pseudanabaenaceae","Geitlerinema","Geitlerinema","Geitlerinema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Pseudanabaenaceae","Pseudanabaenaceae","Glaucospira","Glaucospira","Glaucospira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Pseudanabaenaceae","Homoeotrichaceae","Heteroleibleinia","Heteroleibleinia","Heteroleibleinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Pseudanabaenaceae","Pseudanabaenaceae","Jaaginema","Jaaginema; Jaaginema metaphyticum","Jaaginema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Pseudanabaenaceae","Pseudanabaenaceae","Leptolyngbya","Leptolyngbya; Leptolyngbya angustissima; Leptolyngbya boryanum; Leptolyngbya subtilis; Leptolyngbya tenuis","Leptolyngbya; Leptolyngbya cartilaginea","Cyanophyceae","Oscillatoriaceae","Leptolyngbya","Bacteria","Nostocales","Cyanobacteria","Negibacteria",602,862,189418,50,861,956108,956096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Pseudanabaenaceae","Pseudanabaenaceae","Limnothrix","Limnothrix; Limnothrix redekei","Limnothrix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Pseudanabaenaceae","Pseudanabaenaceae","Planktolyngbya","Planktolyngbya; Planktolyngbya capillaris; Planktolyngbya circumcreta; Planktolyngbya contorta; Planktolyngbya limnetica; Planktolyngbya microspira; Planktolyngbya regularis; Planktolyngbya tallingii","Planktolyngbya; Planktolyngbya contorta; Planktolyngbya limnetica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Pseudanabaenaceae","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena; Pseudanabaena catenata; Pseudanabaena galeata; Pseudanabaena limnetica; Pseudanabaena raphidioides; Pseudanabaena recta; Pseudanabaena voronichinii","Pseudanabaena; Pseudanabaena moniliformis","Cyanophyceae","Nostocaceae","Pseudanabaena","Bacteria","Nostocales","Cyanobacteria","Negibacteria",602,1099,1175,50,861,956108,956096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Pseudanabaenaceae","Pseudanabaenaceae","Romeria","Romeria; Romeria leopoliensis; Romeria simplex","Romeria","Cyanophyceae","Oscillatoriaceae","Romeria","Bacteria","Nostocales","Cyanobacteria","Negibacteria",602,862,1078,50,861,956108,956096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Oscillatoriales","Oscillatoriales","Pseudanabaenaceae","Pseudanabaenaceae","Spirulina","Spirulina; Spirulina major; Spirulina minima; Spirulina subsalsa","Spirulina; Spirulina laxa","Cyanophyceae","Oscillatoriaceae","Spirulina","Bacteria","Nostocales","Cyanobacteria","Negibacteria",602,862,1053,50,861,956108,956096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
"Blue-green algae","Blue-Green Algae","Cyanophyta","Cyanophyta","Cyanophyceae","Synechococcales","Chroococcales","Merismopediaceae","Chroococcaceae","Eucapsis","Eucapsis","Eucapsis","Cyanophyceae","Chroococcaceae","Eucapsis","Bacteria","Chroococcales","Cyanobacteria","Negibacteria",602,604,812,50,603,956108,956096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
"Blue-green algae",NA,"Cyanophyta",NA,"Cyanophyceae","Synechococcales",NA,"Synechococcaceae",NA,"Cyanodictyon","Cyanodictyon filiforme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
"Blue-green algae",NA,"Cyanophyta",NA,"Cyanophyceae","Synechococcales",NA,"Synechococcaceae",NA,"Lemmermaniella","Lemmermaniella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57
"Blue-green algae",NA,"Cyanophyta",NA,"Cyanophyceae","Synechococcales",NA,"Synechococcophycidae",NA,"Cyanogranis","Cyanogranis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
"Cryptophytes","Cryptomonads","Cryptophyta","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales","Cryptomonadaceae","Cryptomonadaceae","Chroomonas","Chroomonas; Chroomonas acuta; Chroomonas nordstedtii; Chroomonas rosenbergii","Chroomonas; Chroomonas acuta","Cryptophyceae","Cryptomonadaceae","Chroomonas","Chromista","Cryptomonadales",NA,"Chromista",10598,10609,10613,630578,10599,NA,590735,NA,NA,"Cryptophycophyta",10597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
"Cryptophytes","Cryptomonads","Cryptophyta","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales","Cryptomonadaceae","Cryptomonadaceae","Cryptomonas","Cryptomonas; Cryptomonas anomala; Cryptomonas curvata; Cryptomonas erosa; Cryptomonas marssonii; Cryptomonas ovata; Cryptomonas platyuris; Cryptomonas richei","Cryptomonas; Cryptomonas caudata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cryptomonas lenticularis",5621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"Cryptophytes","Cryptomonads","Cryptophyta","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales","Cryptomonadaceae","Cryptomonadaceae","Komma","Komma caudata","Komma; Komma caudata","Chlorophyceae","Chlamydomonadaceae","Chlamydomonas","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,5423,5448,202422,954926,NA,954898,"Chlamydomonas komma",5459,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
"Cryptophytes",NA,"Cryptophyta",NA,"Cryptophyceae","Cryptomonadales",NA,"Cryptomonadaceae",NA,"Plagioselmis","Plagioselmis nannoplanctica",NA,"Cryptophyceae","Cryptomonadaceae","Plagioselmis","Chromista","Cryptomonadales",NA,"Chromista",10598,10609,10672,630578,10599,NA,590735,NA,NA,"Cryptophycophyta",10597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
"Cryptophytes",NA,"Cryptophyta",NA,"Cryptophyceae","Cryptomonadales",NA,"Cryptomonadaceae",NA,"Rhodomonas","Rhodomonas; Rhodomonas lacustris",NA,"Cryptophyceae","Cryptomonadaceae","Rhodomonas","Chromista","Cryptomonadales",NA,"Chromista",10598,10609,10663,630578,10599,NA,590735,NA,NA,"Cryptophycophyta",10597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"Diatom","Diatoms","Chrysophyta","Chrysophyta (Bacillariophyceae)","Bacillariophyceae","Centrales","Centrales","Aulacoseiraceae","Aulacoseiraceae","Aulacoseira","Aulacoseira; Aulacoseira alpigena; Aulacoseira ambigua; Aulacoseira granulata; Aulacoseira islandica; Aulacoseira italica; Aulacoseira subarctica","Aulacoseira; Aulacoseira distans; Aulacoseira granulata; Aulacoseira italica","Bacillariophyceae",NA,NA,"Chromista","Aulacoseirales",NA,"Harosa",2287,NA,NA,630578,590754,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Coscinodiscophycidae","Heterokonta",969922,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
"Diatom",NA,"Chrysophyta",NA,"Bacillariophyceae","Centrales",NA,"Chaetocerotacaea",NA,"Chaetoceros","Chaetoceros",NA,"Bacillariophyceae","Chaetocerotaceae","Chaetoceros","Chromista","Chaetocerotales",NA,"Harosa",2287,572759,2758,630578,590748,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Coscinodiscophycidae","Heterokonta",969922,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
"Diatom",NA,"Chrysophyta",NA,"Bacillariophyceae","Centrales",NA,"Hemidiscaceae",NA,"Actinocyclus","Actinocyclus",NA,"Bacillariophyceae","Rhopalodiaceae","Rhopalodia","Chromista","Rhopalodiales",NA,"Harosa",2287,590778,5024,630578,590742,NA,969910,"Pyxidicula actinocyclus",2355,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Bacillariophycidae","Heterokonta",969921,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66
"Diatom","Diatoms","Chrysophyta","Chrysophyta (Bacillariophyceae)","Bacillariophyceae","Centrales","Centrales","Melosiraceae","Melosiraceae","Melosira","Melosira; Melosira varians","Melosira","Bacillariophyceae","Melosiraceae",NA,"Chromista","Melosirales",NA,"Harosa",2287,2289,NA,630578,590738,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Coscinodiscophycidae","Heterokonta",969922,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67
"Diatom",NA,"Chrysophyta",NA,"Bacillariophyceae","Centrales",NA,"Rhizosoleniaceae",NA,"Rhizosolenia","Rhizosolenia",NA,"Bacillariophyceae","Rhizosoleniaceae",NA,"Chromista","Rhizosoleniales",NA,"Harosa",2287,2878,NA,630578,590741,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Coscinodiscophycidae","Heterokonta",969922,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68
"Diatom","Diatoms","Chrysophyta","Chrysophyta (Bacillariophyceae)","Bacillariophyceae","Centrales","Centrales","Stephanodiscaceae","Stephanodiscaceae","Cyclotella","Cyclotella; Cyclotella bodanica; Cyclotella meneghiniana; Cyclotella ocellata; Cyclotella stelligera","Cyclotella; Cyclotella bodanica","Bacillariophyceae","Stephanodiscaceae","Cyclotella","Chromista","Thalassiosirales",NA,"Harosa",2287,590782,2439,630578,590745,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Coscinodiscophycidae","Heterokonta",969922,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
"Diatom","Diatoms","Chrysophyta","Chrysophyta (Bacillariophyceae)","Bacillariophyceae","Centrales","Centrales","Stephanodiscaceae","Thalassiosiraceae","Puncticulata","Puncticulata bodanica","Puncticulata; Puncticulata comta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Littorina puncticulata",70460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70
"Diatom","Diatoms","Chrysophyta","Chrysophyta (Bacillariophyceae)","Bacillariophyceae","Centrales","Centrales","Stephanodiscaceae","Stephanodiscaceae","Stephanodiscus","Stephanodiscus; Stephanodiscus binderanus; Stephanodiscus niagarae","Stephanodiscus","Bacillariophyceae","Stephanodiscaceae","Stephanodiscus","Chromista","Thalassiosirales",NA,"Harosa",2287,590782,2415,630578,590745,NA,969910,"Stephanodiscus binderanus",2329,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Coscinodiscophycidae","Heterokonta",969922,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71
"Diatom",NA,"Chrysophyta",NA,"Bacillariophyceae","Pennales",NA,"Achnanthaceae",NA,"Achnanthes","Achnanthes",NA,"Bacillariophyceae","Achnanthaceae","Achnanthes","Chromista","Achnanthales",NA,"Harosa",2287,3428,3429,630578,590746,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Bacillariophycidae","Heterokonta",969921,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
"Diatom","Diatoms","Chrysophyta","Chrysophyta (Bacillariophyceae)","Bacillariophyceae","Pennales","Pennales","Achnanthaceae","Achnanthaceae","Cocconeis","Cocconeis; Cocconeis pediculus; Cocconeis placentula","Cocconeis; Cocconeis placentula lineata","Bacillariophyceae","Cocconeidaceae","Cocconeis","Chromista","Achnanthales",NA,"Harosa",2287,590788,3577,630578,590746,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Bacillariophycidae","Heterokonta",969921,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
"Diatom",NA,"Chrysophyta",NA,"Bacillariophyceae","Pennales",NA,"Achnanthaceae",NA,"Planothidium","Planothidium; Planothidium lanceolatum",NA,"Bacillariophyceae","Achnanthidiaceae","Planothidium","Chromista","Achnanthales",NA,"Harosa",2287,590791,590854,630578,590746,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Bacillariophycidae","Heterokonta",969921,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
"Diatom","Diatoms","Chrysophyta","Chrysophyta (Bacillariophyceae)","Bacillariophyceae","Pennales","Pennales","Achnanthaceae","Achnanthaceae","Psammothidium","Psammothidium; Psammothidium curtissimum","Psammothidium","Bacillariophyceae","Achnanthidiaceae","Psammothidium","Chromista","Achnanthales",NA,"Harosa",2287,590791,590852,630578,590746,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Bacillariophycidae","Heterokonta",969921,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
"Diatom","Diatoms","Chrysophyta","Chrysophyta (Bacillariophyceae)","Bacillariophyceae","Pennales","Pennales","Achnanthidiaceae","Achnanthidiaceae","Achnanthidium","Achnanthidium; Achnanthidium catenatum; Achnanthidium duthiei; Achnanthidium exiguum; Achnanthidium exilis; Achnanthidium gracillimum; Achnanthidium hungaricum; Achnanthidium minutissimum; Achnanthidium rivulare","Achnanthidium","Bacillariophyceae","Achnanthidiaceae","Achnanthidium","Chromista","Achnanthales",NA,"Harosa",2287,590791,590864,630578,590746,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Bacillariophycidae","Heterokonta",969921,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
"Diatom","Diatoms","Chrysophyta","Chrysophyta (Bacillariophyceae)","Bacillariophyceae","Pennales","Pennales","Achnanthidiaceae","Achnanthidiaceae","Eucocconeis","Eucocconeis; Eucocconeis flexella","Eucocconeis","Bacillariophyceae","Achnanthidiaceae","Eucocconeis","Chromista","Achnanthales",NA,"Harosa",2287,590791,590837,630578,590746,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Bacillariophycidae","Heterokonta",969921,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
"Diatom","Diatoms","Chrysophyta","Chrysophyta (Bacillariophyceae)","Bacillariophyceae","Pennales","Pennales","Amphipleuraceae","Amphipleuraceae","Amphipleura","Amphipleura; Amphipleura pellucida","Amphipleura","Bacillariophyceae","Amphipleuraceae","Amphipleura","Chromista","Naviculales",NA,"Harosa",2287,590786,4575,630578,590737,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Bacillariophycidae","Heterokonta",969921,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78
"Diatom","Diatoms","Chrysophyta","Chrysophyta (Bacillariophyceae)","Bacillariophyceae","Pennales","Pennales","Amphipleuraceae","Amphipleuraceae","Frustulia","Frustulia; Frustulia rhomboides; Frustulia vulgaris","Frustulia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frustulia operculata",2449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79
"Diatom",NA,"Chrysophyta",NA,"Bacillariophyceae","Pennales",NA,"Anomoeoneidaceae",NA,"Anomoeoneis","Anomoeoneis",NA,"Bacillariophyceae","Anomoeoneidaceae","Anomoeoneis","Chromista","Cymbellales",NA,"Harosa",2287,590784,590825,630578,590753,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Bacillariophycidae","Heterokonta",969921,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
"Diatom",NA,"Chrysophyta",NA,"Bacillariophyceae","Pennales",NA,"Bacillariaceae",NA,"Bacillaria","Bacillaria paradoxa; Bacillaria paxillifer",NA,"Bacillariophyceae","Bacillariaceae","Bacillaria","Chromista","Bacillariales",NA,"Harosa",2287,572758,5300,630578,590751,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Bacillariophycidae","Heterokonta",969921,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
"Diatom","Diatoms","Chrysophyta","Chrysophyta (Bacillariophyceae)","Bacillariophyceae","Pennales","Pennales","Bacillariaceae","Bacillariaceae","Cylindrotheca","Cylindrotheca; Cylindrotheca closterium; Cylindrotheca gracilis","Cylindrotheca","Bacillariophyceae","Bacillariaceae","Cylindrotheca","Chromista","Bacillariales",NA,"Harosa",2287,572758,5316,630578,590751,NA,969910,NA,NA,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Bacillariophycidae","Heterokonta",969921,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"Diatom","Diatoms","Chrysophyta","Chrysophyta (Bacillariophyceae)","Bacillariophyceae","Pennales","Pennales","Bacillariaceae","Bacillariaceae","Denticula","Denticula","Denticula","Bacillariophyceae","Bacillariaceae","Nitzschia","Chromista","Bacillariales",NA,"Harosa",2287,572758,5070,630578,590751,NA,969910,"Nitzschia denticula",5227,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Bacillariophycidae","Heterokonta",969921,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83
"Diatom",NA,"Chrysophyta",NA,"Bacillariophyceae","Pennales",NA,"Bacillariaceae",NA,"Hantzschia","Hantzschia",NA,"Bacillariophyceae","Bacillariaceae","Nitzschia","Chromista","Bacillariales",NA,"Harosa",2287,572758,5070,630578,590751,NA,969910,"Nitzschia hantzschiana",5238,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Bacillariophycidae","Heterokonta",969921,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84
