usgs_id,site_ID,sample_id,visit_id,visit_no,sample_category,cylindrospermopsin,microcystin,saxitoxin
MM-10640A,NLA06608-0276,507033,7710,1,P,0,0,0
MM-10651A,NLA06608-0372,502033,7767,1,P,0,0,0
MM-10629A,NLA06608-0452,502233,7806,1,P,0,0,0
MM-10641A,NLA06608-0468,510643,7816,1,P,0,0,0
MM-11889A,NLA06608-0495,513833,7833,1,P,0,0,0
MM-11888A,NLA06608-0511,512203,7845,1,P,0,0,0
MM-10645A,NLA06608-0596,512953,7889,1,P,0,0,0
MM-11886A,NLA06608-0635,513823,7912,1,P,0,0,0
MM-10650A,NLA06608-0687,511853,7937,1,P,0,0,0
MM-10631A,NLA06608-0715,504873,7949,1,P,0,0,0
MM-10633A,NLA06608-0827,504893,8010,1,P,0,0,0
MM-10637A,NLA06608-0864,503323,8032,1,P,0,0,0.05
MM-10644A,NLA06608-0880,512943,8044,1,P,0,0,0
MM-10638A,NLA06608-0916,512963,8060,1,P,0,0,0
MM-10630A,NLA06608-1083,503303,8141,1,P,0,3.2,0
MM-10648A,NLA06608-1147,507553,8172,1,P,0,7.5,0
MM-11887A,NLA06608-1339,505063,8262,1,P,0,0,0.06
MM-10636A,NLA06608-1403,505123,8300,1,P,0,0,0
MM-10646A,NLA06608-1455,511873,8320,1,P,0,0,0
MM-10627A,NLA06608-1476,502273,8329,1,P,0,0,0
MM-10642A,NLA06608-1483,510663,8332,1,P,0,0,0
MM-10626A,NLA06608-1595,502303,8375,1,P,0,0,0
MM-10639A,NLA06608-1675,508593,8399,1,P,0,0,0.02
MM-10643A,NLA06608-1739,513303,8421,1,P,0,0,0
MM-10647A,NLA06608-1748,507443,8425,1,P,0,0,0
MM-11885A,NLA06608-1851,505073,8458,1,P,0,0,0
MM-10029A,NLA06608-0006,508843,7477,1,P,0,0.18,0
MM-11579A,NLA06608-0006,510043,7478,2,P,0,0.48,0
MM-11578A,NLA06608-0006,513973,7478,2,D,0,0.57,0
MM-10028A,NLA06608-0037,508833,7516,1,P,0,0.14,0
MM-11581A,NLA06608-0037,516693,7517,2,P,0,0.11,0
MM-11580A,NLA06608-0037,517833,7517,2,D,0,0,0
MM-11575A,NLA06608-0101,512223,7588,1,P,0,0,0
MM-10031A,NLA06608-0134,508133,7614,1,P,0,0,0
MM-10034A,NLA06608-0242,513533,7696,1,P,0,0,0
MM-10032A,NLA06608-0293,508823,7723,1,P,0,0,0
MM-11574A,NLA06608-0326,509823,7739,1,P,0,0,0
MM-10033A,NLA06608-0498,512213,7836,1,P,0,0,0
MM-10030A,NLA06608-0582,508143,7878,1,P,0,0,0.02
MM-11576A,NLA06608-0805,509353,7996,1,P,0,0,0
MM-11573A,NLA06608-0946,509103,8078,1,P,0,0,0
MM-11572A,NLA06608-1010,513013,8112,1,P,0,0.58,0
MM-11571A,NLA06608-1125,513253,8163,1,P,0,0,0
MM-11577A,NLA06608-1414,509093,8303,1,P,0,0,0
MM-09355A,NLA06608-0029,505093,7508,1,P,0,0.17,0
MM-11517A,NLA06608-0029,505133,7509,2,P,0,0,0
MM-11518A,NLA06608-0029,505353,7509,2,D,0,0,0
MM-11516A,NLA06608-0141,505343,7618,1,P,0,0.1,0.05
MM-09939A,NLA06608-0285,504583,7718,1,P,0,0.19,0
MM-09354A,NLA06608-0717,514423,7950,1,P,0,0.9,0
MM-09940A,NLA06608-1421,510323,8306,1,P,0,0.13,0.03
MM-09356A,NLA06608-1741,505083,8423,1,P,0,2,0
MM-09357A,NLA06608-2253,505113,8547,1,P,0,0,0
MM-09938A,NLA06608-2333,503683,8558,1,P,0,0,0
MM-09613A,NLA06608-0069,507323,7554,1,P,0,0,0
MM-11601A,NLA06608-0069,511273,7555,2,P,0,0,0
MM-11600A,NLA06608-0069,512393,7555,2,D,0,0,0
MM-10664A,NLA06608-0161,513683,7629,1,P,0,0,0
MM-09612A,NLA06608-0325,507853,7738,1,P,0,0.4,0
MM-09958A,NLA06608-0453,507183,7807,1,P,0,0,0
MM-09941A,NLA06608-0609,502043,7894,1,P,0,6.3,0
MM-11550A,NLA06608-0709,507863,7944,1,P,0,3.6,0
MM-11380A,NLA06608-0865,511743,8033,1,P,0,0.75,0
MM-10665A,NLA06608-1185,502053,8191,1,P,0.05,0.35,0
MM-10869A,NLA06608-1349,512573,8268,1,P,0.12,0.19,0.02
MM-09339A,NLA06608-1413,503123,8302,1,P,0,0.47,0
MM-10663A,NLA06608-1569,502063,8365,1,P,0,0,0
MM-09340A,NLA06608-1733,503113,8418,1,P,0,1.3,0
MM-11378A,NLA06608-1825,511493,8452,1,P,0,0,0
MM-09957A,NLA06608-1861,507193,8461,1,P,0,0,0
MM-08961A,NLA06608-2074,503103,8509,1,P,0,2.6,0
MM-11599A,NLA06608-2117,503183,8526,1,P,0,0.43,0
MM-10868A,NLA06608-2565,513653,8588,1,P,0,0,0
MM-09942A,NLA06608-2593,502023,8591,1,P,0.05,0.16,0
MM-09338A,NLA06608-2629,503173,8596,1,P,0.06,0.16,0.07
MM-11379A,NLA06608-2657,513663,8601,1,P,0.07,0,0.02
MM-10867A,NLA06608-3169,511923,8649,1,P,0,0,0
MM-10048A,NLA06608-FL:107895579,513803,8817,1,P,0.06,0,0
MM-10049A,NLA06608-FL:16674741,511903,8818,1,P,0,0,0
MM-10051A,NLA06608-FL:18261987,512843,8819,1,P,0,0,0
MM-10050A,NLA06608-FL:99324403,513723,8820,1,P,0,0,0
MM-10052A,NLA06608-FL:99344895,508923,8821,1,P,0,0,0
MM-09750A,NLA06608-0207,503073,7662,1,P,0,0,0
MM-11246A,NLA06608-0207,504073,7663,2,P,0,0,0
MM-11247A,NLA06608-0207,509203,7663,2,D,0,0,0
MM-12379A,NLA06608-0223,502913,7676,1,P,0,0,0
MM-11244A,NLA06608-0223,502823,7677,2,P,0,0,0
MM-11243A,NLA06608-0223,504353,7677,2,D,0,0,0
MM-10811A,NLA06608-0253,508443,7701,1,P,0,0.1,0
MM-09752A,NLA06608-0458,502883,7810,1,P,0,0.41,0
MM-10810A,NLA06608-0530,508453,7853,1,P,0.05,0.55,0.17
MM-10813A,NLA06608-0591,503043,7885,1,P,0,0.27,0
MM-10812A,NLA06608-0594,502813,7887,1,P,0,0.14,0
MM-09749A,NLA06608-0815,505333,8003,1,P,0,0,0
MM-11918A,NLA06608-0943,512783,8076,1,P,0,0,0
MM-11242A,NLA06608-1039,508003,8125,1,P,0,0.53,0
MM-09748A,NLA06608-1469,502853,8327,1,P,0,0,0
MM-09751A,NLA06608-1482,502833,8331,1,P,0,0.19,0
MM-11245A,NLA06608-1711,509293,8411,1,P,0.1,0,0
MM-11919A,NLA06608-1839,509683,8455,1,P,0,0,0
MM-12020A,NLA06608-0008,513443,7481,1,P,0,0,0.03
MM-12018A,NLA06608-0008,513933,7482,2,P,0,0,0.02
MM-12008A,NLA06608-0860,506943,8028,1,P,0,0,0
MM-12019A,NLA06608-0860,513423,8029,2,P,0,0,0
MM-12013A,NLA06608-0904,507823,8054,1,P,0,0,0
MM-12012A,NLA06608-0968,502103,8086,1,P,0,0,0
MM-12016A,NLA06608-1015,513943,8115,1,P,0,0.4,0
MM-12015A,NLA06608-1035,508043,8121,1,P,0,3.7,0
MM-12009A,NLA06608-1223,507173,8211,1,P,0,0.67,0
MM-12021A,NLA06608-1268,507503,8232,1,P,0,0.11,0
MM-12014A,NLA06608-1271,507153,8235,1,P,0,0.34,0.28
MM-12023A,NLA06608-1460,508023,8321,1,P,0,0,0
MM-12007A,NLA06608-1527,513863,8351,1,P,0,0.37,0
MM-12010A,NLA06608-1544,507533,8356,1,P,0,1.7,0
MM-12024A,NLA06608-1736,507833,8420,1,P,0,2.4,0
MM-12022A,NLA06608-1884,507523,8472,1,P,0,0.38,0
MM-12017A,NLA06608-1975,513763,8489,1,P,0,0.14,0
MM-12025A,NLA06608-2036,508033,8502,1,P,0,0.11,0
MM-12011A,NLA06608-2039,513473,8504,1,P,0,38,0
MM-12006A,NLA06608-2056,513433,8506,1,P,0,4.3,0
MM-11906A,NLA06608-R715,512653,8885,1,P,0,0.63,0
MM-11907A,NLA06608-R716,512493,8886,1,P,0,0,0
MM-09920A,NLA06608-0005,502963,7475,1,P,0,0,0
MM-10860A,NLA06608-0005,511073,7476,2,P,0,0,0
MM-10859A,NLA06608-0005,517313,7476,2,D,0,0,0
MM-09393A,NLA06608-0085,503053,7576,1,P,0,0.14,0
MM-10862A,NLA06608-0085,511463,7577,2,P,0,0,0
MM-10861A,NLA06608-0085,511733,7577,2,D,0,0,0
MM-10864A,NLA06608-0241,502993,7695,1,P,0,0,0
MM-09922A,NLA06608-0277,502973,7711,1,P,0,0,0
MM-10863A,NLA06608-0497,511843,7835,1,P,0,0,0
MM-10547A,NLA06608-0561,513753,7867,1,P,0,0,0
MM-09392A,NLA06608-0581,503023,7877,1,P,0,0,0
MM-09391A,NLA06608-0597,502893,7890,1,P,0,0,0
MM-09924A,NLA06608-0650,507043,7918,1,P,0,0,0
MM-09779A,NLA06608-0769,510923,7979,1,P,0,0.14,0
MM-09921A,NLA06608-0837,503033,8017,1,P,0,0,0
MM-09780A,NLA06608-0961,510913,8083,1,P,0,0,0
MM-09774A,NLA06608-1281,506503,8240,1,P,0,0,0
MM-10546A,NLA06608-1329,512483,8255,1,P,0,0,0
MM-09777A,NLA06608-1473,510903,8328,1,P,0,0,0
MM-10865A,NLA06608-1521,510593,8349,1,P,0,0.75,0
MM-09771A,NLA06608-1537,505613,8354,1,P,0,0,0
MM-09778A,NLA06608-1793,510273,8440,1,P,0,0,0
MM-09923A,NLA06608-1930,507203,8481,1,P,0,0,0
MM-09776A,NLA06608-1985,507743,8491,1,P,0,0,0
MM-10544A,NLA06608-1989,512683,8492,1,P,0,0,0
MM-09395A,NLA06608-2005,502953,8496,1,P,0,0,0
MM-09772A,NLA06608-2305,506063,8555,1,P,0,0,0
MM-09773A,NLA06608-2497,505673,8579,1,P,0,0,0
MM-10543A,NLA06608-2801,502003,8621,1,P,0,0,0
MM-09925A,NLA06608-2954,511863,8635,1,P,0,6.1,0
MM-10545A,NLA06608-3121,513613,8644,1,P,0,0.2,0
MM-09394A,NLA06608-3157,503013,8647,1,P,0,0,0
MM-10866A,NLA06608-3313,511053,8653,1,P,0,0,0
MM-09775A,NLA06608-3329,505633,8655,1,P,0,0,0
MM-10967A,NLA06608-R10BULLTR,515613,8853,1,P,0,0,0
MM-10965A,NLA06608-R10CAPEHO,515763,8854,1,P,0,0,0
MM-10966A,NLA06608-R10YELLOW,515623,8863,1,P,0,0,0
MM-09254A,NLA06608-0020,515213,7498,1,P,0,0,0
MM-09261A,NLA06608-0020,503373,7499,2,P,0,0,0
MM-09260A,NLA06608-0020,503433,7499,2,D,0,0,0.02
MM-10774A,NLA06608-0036,513203,7514,1,P,0.06,0,0
MM-10776A,NLA06608-0036,513153,7515,2,P,0.17,0,0
MM-10777A,NLA06608-0036,513173,7515,2,D,0.16,0,0
MM-09262A,NLA06608-0112,502263,7597,1,P,0,0.58,0.02
MM-10781A,NLA06608-0155,503863,7627,1,P,0,0.29,0
MM-09256A,NLA06608-0196,502323,7656,1,P,0,0,0.11
MM-09253A,NLA06608-0624,503403,7905,1,P,0,0,0
MM-10779A,NLA06608-0672,503843,7930,1,P,0,0.13,0
MM-09255A,NLA06608-0900,502313,8053,1,P,0,0,0.02
MM-10775A,NLA06608-0980,513193,8092,1,P,0,1.3,0
MM-10785A,NLA06608-1060,506863,8137,2,P,0,0.23,0
MM-10786A,NLA06608-1060,509393,8136,1,P,0,0.2,0
MM-10787A,NLA06608-1060,510063,8137,2,D,0,0.16,0
MM-09257A,NLA06608-1108,503413,8153,1,P,0,0.1,0
MM-09259A,NLA06608-1108,502333,8154,2,P,0,0.19,0
MM-09258A,NLA06608-1108,503393,8154,2,D,0,0.29,0
MM-10780A,NLA06608-1115,513183,8158,1,P,0,0.2,0
MM-10782A,NLA06608-1179,503973,8188,1,P,0,0,0.03
MM-10783A,NLA06608-1435,503833,8311,1,P,0,1.6,0
MM-10778A,NLA06608-1532,503853,8353,1,P,0,1.5,0.08
MM-10784A,NLA06608-1724,503383,8417,1,P,0,0.27,0
MM-10788A,NLA06608-1840,509483,8456,1,P,0,0.2,0
MM-10655A,NLA06608-0043,512703,7524,1,P,0,0,0
MM-10819A,NLA06608-0043,513103,7525,2,P,0,0,0
MM-10825A,NLA06608-0091,509983,7585,2,P,0,1,0
MM-12383A,NLA06608-0091,514973,7584,1,P,0,1.8,0
MM-09761A,NLA06608-0107,514703,7594,1,P,0,0,0
MM-09899A,NLA06608-0139,504413,7616,1,P,0,0.16,0
MM-10167A,NLA06608-0148,503893,7622,1,P,0,0,0
MM-09901A,NLA06608-0212,513033,7668,1,P,0,0,0
MM-10656A,NLA06608-0219,511573,7672,1,P,0,3.4,0.06
MM-09905A,NLA06608-0235,514993,7688,1,P,0,0.81,0
MM-10168A,NLA06608-0299,513953,7727,1,P,0,0.25,0
MM-09904A,NLA06608-0491,512813,7830,1,P,0,1.2,0
MM-10172A,NLA06608-0555,506933,7864,1,P,0,0,0
MM-09764A,NLA06608-0587,513903,7881,1,P,0,0.31,0
MM-10820A,NLA06608-0587,511603,7882,2,P,0,0.17,0
MM-09907A,NLA06608-0660,514323,7924,1,P,0,0,0
MM-10816A,NLA06608-0724,513983,7955,1,P,0,0,0
MM-10654A,NLA06608-0731,509733,7958,1,P,0,0.14,0
MM-10169A,NLA06608-0811,507773,8001,1,P,0,0,0
MM-10164A,NLA06608-0971,511503,8088,1,P,0,0,0
MM-10170A,NLA06608-0987,513513,8097,1,P,0,0.68,0.04
MM-09760A,NLA06608-1131,506653,8166,1,P,0,0.84,0
MM-09765A,NLA06608-1163,504613,8179,1,P,0,0.25,0
MM-09770A,NLA06608-1172,505263,8184,1,P,0,0,0
MM-09769A,NLA06608-1195,504603,8195,1,P,0,0.4,0
MM-10818A,NLA06608-1199,512753,8197,1,P,0,1.1,0.24
MM-09762A,NLA06608-1227,514953,8213,1,P,0,0,0
MM-10657A,NLA06608-1243,509763,8221,1,P,0,0.74,0.04
MM-09768A,NLA06608-1355,504523,8270,1,P,0,0.27,0
MM-10821A,NLA06608-1355,507313,8271,2,P,0,0.17,0
MM-09766A,NLA06608-1492,504503,8337,1,P,0,2.7,0
MM-10653A,NLA06608-1499,513873,8340,1,P,0,0.16,0
MM-10824A,NLA06608-1556,511583,8357,1,P,0,0,0
MM-10166A,NLA06608-1579,507453,8371,1,P,0,0.39,0
MM-09767A,NLA06608-1684,504853,8401,1,P,0,0.11,0
MM-10815A,NLA06608-1684,515553,8402,2,P,0,0.12,0
MM-10823A,NLA06608-1755,513523,8427,1,P,0,0.21,0
MM-10163A,NLA06608-1835,507543,8453,1,P,0,0,0
MM-09900A,NLA06608-1867,512823,8465,1,P,0,0.6,0
MM-10662A,NLA06608-1908,509403,8478,1,P,0.51,0.1,0
MM-10165A,NLA06608-2155,511513,8534,1,P,0,0,0
MM-10817A,NLA06608-2196,511373,8541,1,P,0.95,0.34,0.18
MM-09763A,NLA06608-2219,506663,8543,1,P,0,0,0
MM-10660A,NLA06608-2267,513023,8550,1,P,0,1.1,0.07
MM-09906A,NLA06608-2283,514983,8553,1,P,0,0,0
MM-09902A,NLA06608-2507,512153,8580,1,P,0,0.21,0
MM-10661A,NLA06608-2523,512093,8582,1,P,0,0,0
MM-10814A,NLA06608-2644,512143,8599,1,P,0,0.7,0
MM-10652A,NLA06608-2708,512733,8607,1,P,0,0.11,0
MM-09898A,NLA06608-2779,512793,8616,1,P,0,0.11,0
MM-09903A,NLA06608-2891,512763,8632,1,P,0,0.33,0
MM-10658A,NLA06608-2916,510613,8633,1,P,0.12,0,0
MM-10659A,NLA06608-2987,513603,8638,1,P,0,3.3,0
MM-10171A,NLA06608-3035,507463,8641,1,P,0,0.17,0
MM-10822A,NLA06608-3147,504203,8645,1,P,0,0.4,0
MM-10535A,NLA06608-IN:646,512473,8822,1,P,0,0,0
MM-09294A,NLA06608-0104,506353,7590,1,P,0,0,0
MM-10215A,NLA06608-0104,512343,7591,2,P,0,0,0
MM-10214A,NLA06608-0104,512353,7591,2,D,0,0,0
MM-09295A,NLA06608-0140,514853,7617,1,P,0,0,0
MM-09296A,NLA06608-0168,514293,7633,1,P,0,1.9,0
MM-09297A,NLA06608-0184,514933,7648,1,P,0,0,0
MM-10219A,NLA06608-0312,514563,7732,1,P,0,0,0
MM-10220A,NLA06608-0488,504923,7827,1,P,0,0,0
MM-10221A,NLA06608-0588,505393,7883,1,P,0,0,0
MM-09289A,NLA06608-0632,514943,7910,1,P,0,0,0
MM-09290A,NLA06608-0720,514573,7952,1,P,0,0,0
MM-10224A,NLA06608-0744,504763,7964,1,P,0,0,0
MM-09292A,NLA06608-0872,505763,8038,1,P,0,0,0
MM-09299A,NLA06608-1036,514543,8122,1,P,0,0,0
MM-09300A,NLA06608-1052,505053,8130,1,P,0,0,0
MM-09301A,NLA06608-1100,504913,8148,1,P,0,0,0
MM-10226A,NLA06608-1208,506073,8201,1,P,0,1.1,0
MM-10229A,NLA06608-1208,512643,8202,2,P,0,0.31,0.05
MM-10230A,NLA06608-1208,512673,8202,2,D,0,0.28,0
MM-10232A,NLA06608-1256,512373,8225,1,P,0,0,0
MM-10227A,NLA06608-1292,505713,8244,1,P,0,0,0
MM-10233A,NLA06608-1824,512313,8451,1,P,0,0,0
MM-11904A,NLA06608-R723,508643,8887,1,P,0,0,0
MM-11903A,NLA06608-R728,511543,8888,1,P,0,0,0
MM-11895A,NLA06608-R730,508663,8889,1,P,0,0,0
MM-11894A,NLA06608-R733,508543,8890,1,P,0,0,0
MM-11896A,NLA06608-R736,508863,8891,1,P,0,0,0
MM-11897A,NLA06608-R746,508633,8892,1,P,0,0,0
MM-11898A,NLA06608-R750,508623,8893,1,P,0,0.47,0
MM-11899A,NLA06608-R759,508653,8894,1,P,0,0,0.02
MM-11905A,NLA06608-R764,508713,8895,1,P,0,0,0
MM-10948A,NLA06608-0388,515783,7775,1,P,0,0,0
MM-10958A,NLA06608-0388,515583,7776,2,P,0,0,0
MM-10957A,NLA06608-0388,517633,7776,2,D,0,0,0
MM-10956A,NLA06608-0447,509723,7804,1,P,0,0,0
MM-10951A,NLA06608-0804,515423,7995,1,P,0.15,0,0
MM-10950A,NLA06608-0868,515403,8034,1,P,0,1.3,0
MM-10954A,NLA06608-1263,509133,8230,1,P,0,0,0
MM-10949A,NLA06608-1316,515603,8250,1,P,0,0,0
MM-10953A,NLA06608-1332,515813,8256,1,P,0,0,0
MM-10952A,NLA06608-1572,515693,8366,1,P,0.71,0,0.12
MM-10955A,NLA06608-1775,515753,8433,1,P,0,0.22,0
MM-10959A,NLA06608-1812,515573,8448,1,P,0,0,0
MM-11296A,NLA06608-0071,516523,7556,1,P,0,1.2,0
MM-11297A,NLA06608-0071,518013,7557,2,P,0,0.76,0
MM-11295A,NLA06608-0071,516983,7556,1,D,0,1.1,0
MM-11013A,NLA06608-0328,512693,7741,1,P,0,0,0
MM-11435A,NLA06608-0328,507993,7742,2,P,0,0.16,0
MM-11436A,NLA06608-0328,511423,7742,2,D,0,0.17,0
MM-11430A,NLA06608-0711,517143,7946,1,P,0,0,0
MM-11015A,NLA06608-1608,516873,8379,1,P,0,0.1,0
MM-11431A,NLA06608-1735,517193,8419,1,P,0,0,0
MM-11014A,NLA06608-1800,517683,8441,1,P,0,0,0
MM-11293A,NLA06608-1863,517163,8463,1,P,0,0,0
MM-11434A,NLA06608-2092,510723,8517,1,P,0,1.7,0
MM-11433A,NLA06608-2524,504093,8583,1,P,0,0,0
MM-11294A,NLA06608-2823,516513,8623,1,P,0,0,0
MM-11437A,NLA06608-3911,508343,8665,1,P,0,0.17,0.03
MM-11432A,NLA06608-4650,510673,8679,1,P,0,0,0
MM-11429A,NLA06608-4686,507973,8681,1,P,0,0,0
MM-11441A,NLA06608-4698,508353,8682,1,P,0,0,0.04
MM-09844A,NLA06608-0198,510653,7657,1,P,0,0,0
MM-09860A,NLA06608-0354,505473,7757,1,P,0,0.75,0
MM-09841A,NLA06608-0357,507023,7759,1,P,0,0,0
MM-09864A,NLA06608-0454,503813,7808,1,P,0,0,0
MM-09840A,NLA06608-0546,513133,7860,1,P,0,0,0
MM-09862A,NLA06608-0674,503963,7931,1,P,0,0,0
MM-09867A,NLA06608-0710,503943,7945,1,P,0,0,0
MM-09842A,NLA06608-0754,505443,7969,1,P,0,0,0
MM-09850A,NLA06608-0802,513993,7994,1,P,0,0,0
MM-09866A,NLA06608-1122,507363,8161,1,P,0,0,0
MM-10790A,NLA06608-1222,504273,8210,1,P,0,0.94,0
MM-09858A,NLA06608-ELS:1D1-035,503983,8799,1,P,0,0,0
MM-09849A,NLA06608-ELS:1D2-087,503673,8800,1,P,0,0,0
MM-11332A,NLA06608-1389,507083,8291,1,P,0,0.11,0
MM-11331A,NLA06608-1389,508363,8292,2,P,0,0,0
MM-11330A,NLA06608-1389,508743,8292,2,D,0,0,0
MM-10054A,NLA06608-1538,503693,8355,1,P,0,0,0
MM-11333A,NLA06608-1821,507093,8450,1,P,0,0.55,0.17
MM-10053A,NLA06608-2114,507103,8525,1,P,0,0,0
MM-10055A,NLA06608-R31,508433,8864,1,P,0,0.14,0
MM-12228A,NLA06608-R32,513263,8869,1,P,0,0,0
MM-10793A,NLA06608-0102,513343,7589,1,P,0,0,0
MM-10792A,NLA06608-0150,509933,7624,1,P,0,0.47,0
MM-11420A,NLA06608-0401,513083,7781,1,P,0,0.43,0
MM-11424A,NLA06608-0657,513623,7921,1,P,0,0,0
MM-11422A,NLA06608-0913,508993,8057,1,P,0,0.32,0
MM-10796A,NLA06608-0914,509313,8058,1,P,0,0,0
MM-10804A,NLA06608-0918,506853,8061,1,P,0,0,0
MM-10805A,NLA06608-1174,508293,8185,1,P,0,0,0
MM-10806A,NLA06608-1238,512113,8216,1,P,0,0,0
MM-11414A,NLA06608-1558,508813,8358,1,P,0,0,0
MM-10807A,NLA06608-ACAD_LAKES_0435,513453,8687,1,P,0,0,0
MM-10797A,NLA06608-ALPS-1218,509963,8795,1,P,0,0,0
MM-10808A,NLA06608-ELS:1C3-003,511363,8798,1,P,0,0,0
MM-10794A,NLA06608-ELS:1E1-052,509033,8801,1,P,0,0,0
MM-10799A,NLA06608-ELS:1E1-096,510213,8802,1,P,0,0,0
MM-10800A,NLA06608-ELS:1E1-128,508173,8803,1,P,0,0,0
MM-10801A,NLA06608-ELS:1E2-027,506813,8804,1,P,0,0,0
MM-10798A,NLA06608-ELS:1E3-002,508193,8805,1,P,0,0.98,0
MM-11418A,NLA06608-ELS:1E3-012,503953,8806,1,P,0,0,0
MM-10809A,NLA06608-ELS:1E3-071,508183,8807,1,P,0,2.9,0
MM-11423A,NLA06608-EMAP:ME011L,504533,8812,1,P,0,0,0
MM-11427A,NLA06608-EMAP:ME012L,508783,8813,1,P,0,0,0
MM-11425A,NLA06608-EMAP:ME254L,509053,8814,1,P,0,0,0
MM-10802A,NLA06608-EMAP:ME263L,509973,8815,1,P,0,0,0
MM-10803A,NLA06608-EMAP:ME518L,507843,8816,1,P,0,0,0
MM-10795A,NLA06608-NELP-0253,511613,8837,1,P,0,0,0
MM-11417A,NLA06608-NELP-0955,505593,8838,1,P,0,0,0
MM-10791A,NLA06608-NELP-1041,509943,8839,1,P,0,0,0
MM-11415A,NLA06608-NELP-1330,508753,8840,1,P,0,0,0
MM-11416A,NLA06608-NELP-2155,511093,8841,1,P,0,0,0
MM-11426A,NLA06608-NELP-3355,512263,8842,1,P,0,0,0
MM-11412A,NLA06608-NELP-3586,510493,8843,1,P,0,0,0
MM-09480A,NLA06608-0010,503793,7483,1,P,0,0,0
MM-10772A,NLA06608-0010,515313,7484,2,P,0,0,0
MM-10773A,NLA06608-0010,515413,7484,2,D,0,0,0
MM-11583A,NLA06608-0170,517443,7636,1,P,0,0.38,0
MM-10854A,NLA06608-0234,515563,7687,1,P,0,0.31,0
MM-11564A,NLA06608-0286,509563,7719,1,P,0,0,0
MM-11298A,NLA06608-0330,510993,7743,1,P,0,0,0
MM-09484A,NLA06608-0363,511523,7763,1,P,0,0.76,0
MM-09479A,NLA06608-0399,507903,7780,1,P,0,0.15,0
MM-11511A,NLA06608-0426,516393,7794,1,P,0,0.53,0
MM-11568A,NLA06608-0462,509653,7812,1,P,0,0,0
MM-10850A,NLA06608-0463,515383,7813,1,P,0,0.21,0
MM-10771A,NLA06608-0502,515733,7839,1,P,0,1.8,0
MM-09482A,NLA06608-0619,503933,7901,1,P,0,0,0
MM-10078A,NLA06608-0630,507213,7909,1,P,0,0.11,0
MM-10081A,NLA06608-0734,507223,7960,1,P,0,0,0
MM-11139A,NLA06608-0874,511153,8040,1,P,0,0,0
MM-11510A,NLA06608-0875,510573,8041,1,P,0,0.52,0
MM-10179A,NLA06608-0938,512433,8073,1,P,0,2.4,0
MM-10082A,NLA06608-0974,510683,8090,1,P,0,0,0
MM-09486A,NLA06608-1003,512623,8107,1,P,0,0.11,0
MM-11508A,NLA06608-1014,510783,8114,1,P,0,0,0
MM-10770A,NLA06608-1034,515363,8120,1,P,0,0,0
MM-10852A,NLA06608-1130,503803,8165,1,P,0,0.53,0
MM-11299A,NLA06608-1162,517883,8178,1,P,0,0,0
MM-11582A,NLA06608-1167,517373,8182,1,P,0,1.7,0
MM-10085A,NLA06608-1206,504043,8199,1,P,0,0,0
MM-10853A,NLA06608-1258,515323,8226,1,P,0,0,0
MM-10177A,NLA06608-1334,504263,8258,1,P,0,3.4,0
MM-10769A,NLA06608-1334,515333,8259,2,P,0,2.4,0
MM-10768A,NLA06608-1334,515353,8259,2,D,0,2,0
MM-11566A,NLA06608-1358,517463,8273,1,P,0,0,0
MM-11565A,NLA06608-1358,517453,8274,2,P,0,0,0
MM-11140A,NLA06608-1370,511233,8282,1,P,0,5.1,0.16
MM-09483A,NLA06608-1387,504223,8290,1,P,0,0.19,0
MM-11567A,NLA06608-1398,509623,8297,1,P,0,0,0
MM-10178A,NLA06608-1434,513583,8310,1,P,0,0,0
MM-09623A,NLA06608-1450,512563,8317,1,P,0,0.16,0.04
MM-10851A,NLA06608-1487,515393,8334,1,P,0,0.12,0
MM-11138A,NLA06608-1515,511683,8347,1,P,0,5.4,0
MM-10180A,NLA06608-1626,504323,8383,1,P,0,0,0
MM-09481A,NLA06608-1643,503783,8391,1,P,0,0,0
MM-10080A,NLA06608-1654,504673,8394,1,P,0,0,0
MM-09478A,NLA06608-1679,507913,8400,1,P,0,0,0
MM-11300A,NLA06608-1690,510963,8404,1,P,0,0,0
MM-11512A,NLA06608-1706,516293,8409,1,P,0,0,0
MM-09485A,NLA06608-1707,510473,8410,1,P,0,0,0
MM-10083A,NLA06608-1742,508093,8424,1,P,0,0,0
MM-10079A,NLA06608-1758,507813,8428,1,P,0,0,0
MM-11137A,NLA06608-1771,511673,8431,1,P,0,0,0
MM-11509A,NLA06608-1782,510563,8436,1,P,0,2.1,0
MM-11507A,NLA06608-1802,510793,8442,1,P,0,0,0
MM-10086A,NLA06608-1910,510693,8479,1,P,0,1.2,0
MM-10084A,NLA06608-1998,513403,8494,1,P,0,0,0
MM-11569A,NLA06608-1998,515533,8495,2,P,0,0,0
MM-11570A,NLA06608-2078,510243,8511,1,P,0,0,0
MM-10960A,NLA06608-ELS:2B2-008,503563,8808,1,P,0,0,0
MM-10536A,NLA06608-MI:7007,510463,8823,1,P,0,0,0
MM-10962A,NLA06608-R5:KATHRYN,512123,8879,1,P,0,0,0
MM-10961A,NLA06608-R5:OTTAWA,503583,8880,1,P,0,0,0
MM-10550A,NLA06608-0110,512553,7595,1,P,0,0,0
MM-09825A,NLA06608-0167,506743,7631,1,P,0,1.6,0
