usgs_id,site_ID,sample_id,visit_id,visit_no,sample_category,cylindrospermopsin,microcystin,saxitoxin
MM-11076A,NLA06608-0167,506153,7632,2,P,0,1.1,0
MM-11077A,NLA06608-0167,509813,7632,2,D,0,1.3,0
MM-09831A,NLA06608-0174,506283,7638,1,P,0,0.42,0
MM-11075A,NLA06608-0174,503623,7639,2,P,0,0.94,0
MM-11074A,NLA06608-0174,515373,7639,2,D,0,0.8,0
MM-11079A,NLA06608-0190,507693,7652,1,P,0,0,0
MM-10538A,NLA06608-0211,511773,7667,1,P,0,3.3,0
MM-11071A,NLA06608-0215,510253,7669,1,P,0,6.1,0
MM-09364A,NLA06608-0238,503633,7692,1,P,0,0,0
MM-10562A,NLA06608-0279,502113,7712,1,P,0,3.6,0
MM-09464A,NLA06608-0318,505973,7734,1,P,0,0.1,0
MM-10551A,NLA06608-0366,502093,7764,1,P,0,0,0
MM-10537A,NLA06608-0403,508413,7784,1,P,0,0,0
MM-09363A,NLA06608-0494,503613,7832,1,P,0,0,0
MM-09466A,NLA06608-0526,506673,7850,1,P,0,0,0
MM-11073A,NLA06608-0551,509443,7863,1,P,0,0.94,0
MM-10564A,NLA06608-0558,506963,7865,1,P,0,0,0
MM-09830A,NLA06608-0622,504493,7903,1,P,0,0,0
MM-09156A,NLA06608-0679,506443,7934,1,P,0,0.86,0
MM-09359A,NLA06608-0686,506423,7936,1,P,0,0,0
MM-09155A,NLA06608-0743,515223,7963,1,P,0,0,0
MM-10560A,NLA06608-0759,506753,7973,1,P,0,1.7,0
MM-11070A,NLA06608-0771,507793,7981,1,P,0.05,4.5,0
MM-10552A,NLA06608-0782,507413,7985,1,P,0,0,0
MM-09361A,NLA06608-0871,506403,8037,1,P,0,0.92,0
MM-10553A,NLA06608-0878,502143,8043,1,P,0,0.6,0
MM-10548A,NLA06608-0890,507433,8048,1,P,0,0,0
MM-10561A,NLA06608-0915,511533,8059,1,P,0,0,0
MM-10557A,NLA06608-0935,503603,8072,1,P,0,1.4,0
MM-09360A,NLA06608-0942,503283,8075,1,P,0,0,0
MM-11078A,NLA06608-0958,507883,8082,1,P,0,0.21,0
MM-10549A,NLA06608-0990,502013,8099,1,P,0,0,0
MM-10555A,NLA06608-1018,507483,8117,1,P,0,0,0
MM-10556A,NLA06608-1038,507873,8124,1,P,0,0,0
MM-09468A,NLA06608-1102,504473,8150,1,P,0,0,0
MM-09362A,NLA06608-1111,505543,8155,1,P,0,4,0
MM-10559A,NLA06608-1134,511553,8167,1,P,0,3.7,0
MM-09465A,NLA06608-1150,505663,8174,1,P,0,0,0
MM-11072A,NLA06608-1175,507803,8186,1,P,0,4.2,0
MM-09832A,NLA06608-1198,506683,8196,1,P,0,0,0
MM-09826A,NLA06608-1239,506723,8217,1,P,0,0.58,0
MM-09358A,NLA06608-1262,506713,8229,1,P,0,0.18,0.04
MM-10554A,NLA06608-1274,506983,8237,1,P,0,0,0
MM-09157A,NLA06608-1283,506293,8241,1,P,0,0.2,0
MM-10563A,NLA06608-1303,505533,8248,1,P,0,6.6,0
MM-10558A,NLA06608-1326,506643,8254,1,P,0,0.21,0
MM-09463A,NLA06608-1342,506333,8263,1,P,0,0,0
MM-09467A,NLA06608-1347,506693,8266,1,P,0,0,0
MM-11069A,NLA06608-1383,509713,8288,1,P,0,3.4,0
MM-09829A,NLA06608-1390,503593,8293,1,P,0,0,0
MM-09828A,NLA06608-1447,503423,8316,1,P,0,0,0
MM-09827A,NLA06608-1454,503273,8319,1,P,0,0.46,0
MM-10541A,NLA06608-ELS:2D3-008,511723,8811,1,P,0,0,0
MM-10539A,NLA06608-MN:03-0029,508253,8824,1,P,0,0.11,0
MM-11628A,NLA06608-MN:06-0002,507983,8825,1,P,0,0.25,0
MM-10542A,NLA06608-MN:11-0102,511653,8826,1,P,0,0,0
MM-10540A,NLA06608-MN:15-0010,508243,8827,1,P,0,0.14,0
MM-11631A,NLA06608-MN:22-0074,517983,8828,1,P,0,0.94,0
MM-11635A,NLA06608-MN:49-0140,518043,8829,1,P,0,0,0
MM-11627A,NLA06608-MN:51-0063,510743,8830,1,P,0,3.5,0
MM-11634A,NLA06608-MN:56-0306,516733,8831,1,P,0,0.1,0
MM-11636A,NLA06608-MN:61-0037,517993,8832,1,P,0,0.22,0
MM-11632A,NLA06608-MN:74-0023,516253,8833,1,P,0,0.25,0
MM-11629A,NLA06608-MN:75-0200,506513,8834,1,P,0,3.5,0
MM-11633A,NLA06608-MN:77-0019,516363,8835,1,P,0,1.7,0
MM-11630A,NLA06608-MN:87-0030,510763,8836,1,P,0,0.19,0
MM-12202A,NLA06608-0048,513003,7530,1,P,0,0,0
MM-12215A,NLA06608-0048,510543,7531,2,P,0,0,0
MM-12214A,NLA06608-0048,514763,7531,2,D,0,0,0
MM-12201A,NLA06608-0076,514733,7562,1,P,0,0,0
MM-12209A,NLA06608-0076,516453,7563,2,P,0,0.17,0
MM-12208A,NLA06608-0076,516463,7563,2,D,0,0.13,0
MM-12199A,NLA06608-0224,506023,7678,1,P,0,0,0
MM-12218A,NLA06608-0224,503743,7679,2,P,0,0.11,0
MM-12217A,NLA06608-0224,516473,7679,2,D,0,0.12,0
MM-12205A,NLA06608-0480,513233,7823,1,P,0.1,0.13,0
MM-12220A,NLA06608-0480,517223,7824,2,P,0.47,0.28,0
MM-12219A,NLA06608-0480,517593,7824,2,D,0.49,0.21,0
MM-12216A,NLA06608-0608,503753,7893,1,P,0,0,0
MM-12211A,NLA06608-0808,516823,7999,1,P,0,0.11,0
MM-12225A,NLA06608-1012,508963,8113,1,P,0,0,0
MM-12223A,NLA06608-1056,503823,8132,1,P,0,0,0
MM-12207A,NLA06608-1120,511383,8160,1,P,0,0,0
MM-12204A,NLA06608-1232,514923,8214,1,P,0,0,0
MM-12222A,NLA06608-1312,517583,8249,1,P,2.5,0,0
MM-12221A,NLA06608-1376,517253,8285,1,P,0.14,0,0
MM-12206A,NLA06608-1504,513643,8341,1,P,0,0,0
MM-12212A,NLA06608-1576,516443,8368,1,P,0,0.25,0
MM-12200A,NLA06608-1640,505883,8389,1,P,0,0,0
MM-12210A,NLA06608-1704,514753,8408,1,P,0,0.21,0
MM-12203A,NLA06608-1740,506833,8422,1,P,0,0,0
MM-12213A,NLA06608-1936,512063,8482,1,P,0,0.27,0
MM-12224A,NLA06608-2152,513483,8532,1,P,0,0,0
MM-11901A,NLA06608-R767,503193,8896,1,P,0,0,0
MM-11900A,NLA06608-R769,512663,8897,1,P,1.7,0,0
MM-11902A,NLA06608-R770,512333,8898,1,P,0.1,0,0
MM-11909A,NLA06608-R772,512543,8899,1,P,0,0,0
MM-11908A,NLA06608-R775,508063,8900,1,P,0.07,0,0
MM-09378A,NLA06608-0327,502193,7740,1,P,0,0,0
MM-11029A,NLA06608-0432,506563,7795,1,P,0,0,0
MM-09373A,NLA06608-0444,502223,7802,1,P,0,0,0
MM-09379A,NLA06608-0508,502463,7842,1,P,0,0,0
MM-09374A,NLA06608-0583,502603,7879,1,P,0,0,0
MM-09377A,NLA06608-0812,503213,8002,1,P,0,0,0
MM-09375A,NLA06608-0828,503263,8011,1,P,0,0.28,0
MM-11027A,NLA06608-0986,505513,8096,1,P,0,0,0
MM-09376A,NLA06608-1114,503223,8157,1,P,0,0,0
MM-11026A,NLA06608-2010,505523,8498,1,P,0,0.65,0
MM-11028A,NLA06608-2492,503233,8577,1,P,0,0,0
MM-10191A,NLA06608-0001,507623,7468,1,P,0,0,0
MM-09560A,NLA06608-0064,514483,7545,1,P,0,0.65,0.04
MM-11088A,NLA06608-0064,513783,7546,2,P,0,7.1,0.03
MM-11087A,NLA06608-0064,513793,7546,2,D,0,9.6,0
MM-10182A,NLA06608-0065,507403,7547,1,P,0,0,0
MM-11809A,NLA06608-0065,504303,7548,2,P,0,0,0
MM-10181A,NLA06608-0065,507563,7547,1,D,0,0,0
MM-11808A,NLA06608-0065,509473,7548,2,D,0,0,0
MM-09561A,NLA06608-0128,514103,7608,1,P,0,0,0
MM-11086A,NLA06608-0128,510173,7609,2,P,0,1.4,0
MM-11085A,NLA06608-0128,510203,7609,2,D,0,1.6,0
MM-10187A,NLA06608-0129,506883,7610,1,P,0,0,0
MM-11812A,NLA06608-0129,509593,7611,2,P,0,0,0
MM-10186A,NLA06608-0129,507723,7610,1,D,0,0,0
MM-11811A,NLA06608-0129,516993,7611,2,D,0,0,0
MM-09567A,NLA06608-0225,514033,7680,1,P,0,0,0
MM-11089A,NLA06608-0225,509113,7681,2,P,0,0,0
MM-09566A,NLA06608-0225,515163,7680,1,D,0,0,0.12
MM-10188A,NLA06608-0240,507613,7694,1,P,0,0,0
MM-10183A,NLA06608-0257,507573,7704,1,P,0,0,0
MM-09565A,NLA06608-0378,514073,7771,1,P,0,0,0
MM-09854A,NLA06608-0385,510633,7773,1,P,0,0,0
MM-09562A,NLA06608-0496,514083,7834,1,P,0,0.38,0.03
MM-10189A,NLA06608-0570,504003,7873,1,P,0,0,0
MM-10192A,NLA06608-0833,510263,8014,1,P,0,0,0
MM-09559A,NLA06608-0929,514263,8068,1,P,0,0,0
MM-09563A,NLA06608-0944,514473,8077,1,P,0,0,0
MM-09571A,NLA06608-1002,514493,8106,1,P,0,0.33,0
MM-09568A,NLA06608-1008,514503,8111,1,P,0,0,0
MM-10185A,NLA06608-1089,507593,8145,1,P,0,0,0
MM-10184A,NLA06608-1153,507603,8176,1,P,0,0,0
MM-09564A,NLA06608-1338,514063,8261,1,P,0,0.11,0.26
MM-09855A,NLA06608-1344,504953,8264,1,P,0.08,0,0
MM-10190A,NLA06608-1354,507643,8269,1,P,0,0,0
MM-09570A,NLA06608-1377,507893,8286,1,P,0,0,0
MM-11082A,NLA06608-1462,511643,8323,1,P,0,0,0
MM-11081A,NLA06608-1510,511883,8344,1,P,0,0.12,0
MM-11083A,NLA06608-1578,509503,8370,1,P,0,0,0
MM-09853A,NLA06608-1600,512863,8377,1,P,0,0,0
MM-10764A,NLA06608-1610,504183,8380,1,P,0,0,0
MM-09569A,NLA06608-1633,515123,8386,1,P,0,0,0
MM-09852A,NLA06608-1856,504133,8459,1,P,0,0.89,0
MM-09917A,NLA06608-1857,504113,8460,1,P,0,0,0
MM-11091A,NLA06608-1953,508203,8484,1,P,0,0.93,0
MM-11084A,NLA06608-1968,504293,8488,1,P,0,0.16,0
MM-11813A,NLA06608-2049,509533,8505,1,P,0,0,0
MM-11090A,NLA06608-2170,513773,8536,1,P,0,4.4,0.07
MM-11810A,NLA06608-2177,510193,8537,1,P,0,0,0
MM-11817A,NLA06608-2426,516773,8568,1,P,0,0.49,0.23
MM-11815A,NLA06608-2800,517963,8620,1,P,0,0,0
MM-11816A,NLA06608-2874,517973,8628,1,P,0,0.24,0
MM-11814A,NLA06608-2881,516753,8630,1,P,0,0,0
MM-09039A,NLA06608-0025,514333,7506,1,P,0,0,0
MM-09545A,NLA06608-0025,509253,7507,2,P,0,0,0
MM-09544A,NLA06608-0025,509413,7507,2,D,0,0,0
MM-09037A,NLA06608-0057,514813,7538,1,P,0,0.17,0
MM-09553A,NLA06608-0057,506873,7539,2,P,0,0.24,0
MM-09539A,NLA06608-0057,507293,7539,2,D,0,0.27,0
MM-09038A,NLA06608-0089,514193,7580,1,P,0,0,0
MM-09543A,NLA06608-0089,509373,7581,2,P,0,0.14,0
MM-09542A,NLA06608-0089,509863,7581,2,D,0,0,0.03
MM-09548A,NLA06608-0191,512423,7653,1,P,0,0,0
MM-09169A,NLA06608-0217,505503,7671,1,P,0,0.54,0
MM-09041A,NLA06608-0281,506113,7714,1,P,0,0.17,0
MM-09538A,NLA06608-0313,505383,7733,1,P,0,0,0
MM-09540A,NLA06608-0361,507333,7762,1,P,0,0,0
MM-09040A,NLA06608-0473,505693,7821,1,P,0,0.52,0
MM-09172A,NLA06608-0665,504633,7928,1,P,0,0,0
MM-09167A,NLA06608-0857,504683,8026,1,P,0,0.16,0
MM-09170A,NLA06608-0921,504723,8062,1,P,0,0.28,0
MM-09541A,NLA06608-1113,507713,8156,1,P,0,0.16,0
MM-09173A,NLA06608-1177,505293,8187,1,P,0,0,0
MM-09171A,NLA06608-1181,504643,8189,1,P,0,0.23,0
MM-09168A,NLA06608-1241,505493,8219,1,P,0,0.11,0
MM-09174A,NLA06608-1245,505303,8223,1,P,0,0,0
MM-09042A,NLA06608-1369,504703,8281,1,P,0,0,0
MM-11274A,NLA06608-0014,512403,7489,1,P,0,0,0
MM-11285A,NLA06608-0014,503243,7490,2,P,0,0,0
MM-11286A,NLA06608-0014,505203,7490,2,D,0,0,0
MM-08980A,NLA06608-0019,502673,7496,1,P,0,0.88,0
MM-11155A,NLA06608-0019,503883,7497,2,P,0,26,0
MM-11154A,NLA06608-0019,504733,7497,2,D,0,20,0
MM-11275A,NLA06608-0062,512323,7543,1,P,0,8.9,0.02
MM-11288A,NLA06608-0062,517393,7544,2,P,0,4.1,0.03
MM-11287A,NLA06608-0062,517473,7544,2,D,0,2.6,0.03
MM-11157A,NLA06608-0078,504623,7566,1,P,0,16,0
MM-11282A,NLA06608-0078,509263,7567,2,P,0,5,0
MM-11156A,NLA06608-0078,507303,7566,1,D,0,15,0
MM-08982A,NLA06608-0083,502693,7574,1,P,0,1.2,0.03
MM-11159A,NLA06608-0083,506973,7575,2,P,0,2.6,0.04
MM-11158A,NLA06608-0083,509433,7575,2,D,0,2.5,0.03
MM-09575A,NLA06608-0126,503453,7605,1,P,0,0.9,0
MM-11291A,NLA06608-0126,516503,7606,2,P,0,3.8,0
MM-11290A,NLA06608-0126,517363,7606,2,D,0,3.2,0
MM-08981A,NLA06608-0195,503443,7655,1,P,0,0.19,0
MM-09577A,NLA06608-0222,503653,7675,1,P,0.53,0,0
MM-09140A,NLA06608-0254,506543,7702,1,P,0,1.3,0
MM-08983A,NLA06608-0259,515133,7705,1,P,0,0.13,0.02
MM-09186A,NLA06608-0275,515153,7709,1,P,0,2.3,0
MM-09576A,NLA06608-0334,503293,7746,1,P,0,2,0
MM-09187A,NLA06608-0339,514133,7749,1,P,0,1.5,0
MM-09578A,NLA06608-0384,503473,7772,1,P,0,0,0.02
MM-11277A,NLA06608-0442,512513,7801,1,P,0,2.1,0.03
MM-09188A,NLA06608-0510,503463,7844,1,P,2.2,1.2,0
MM-11276A,NLA06608-0512,512453,7846,1,P,0,2.3,0
MM-09189A,NLA06608-0515,514173,7848,1,P,0,2.4,0.03
MM-09427A,NLA06608-0531,505223,7854,1,P,0,0.91,0.03
MM-11280A,NLA06608-0579,503503,7875,1,P,0,0.92,0
MM-11284A,NLA06608-0634,505233,7911,1,P,0,2.6,0
MM-09190A,NLA06608-0659,515083,7923,1,P,0,0,0
MM-09429A,NLA06608-0707,505193,7943,1,P,0,0,0
MM-09425A,NLA06608-0718,514243,7951,1,P,0,0,0
MM-11279A,NLA06608-0762,503483,7975,1,P,0,192,0
MM-09432A,NLA06608-0766,503253,7978,1,P,0,6.2,0
MM-11292A,NLA06608-0830,517713,8012,1,P,0,0,0.03
MM-09191A,NLA06608-0899,515113,8052,1,P,0,12,0.03
MM-09574A,NLA06608-1006,503663,8109,1,P,0,0.52,0
MM-09426A,NLA06608-1022,503643,8118,1,P,0,4.2,0
MM-10176A,NLA06608-1024,510303,8119,1,P,0,0,0
MM-09428A,NLA06608-1070,502663,8138,1,P,0,0,0
MM-11289A,NLA06608-1086,517403,8142,1,P,0,0.17,0.03
MM-09430A,NLA06608-1091,505183,8146,1,P,0,0,0
MM-09431A,NLA06608-1155,506953,8177,1,P,0,2.8,0
MM-11278A,NLA06608-1210,513333,8204,1,P,0,0.34,0.05
MM-11281A,NLA06608-1219,503493,8208,1,P,0,3.8,0
MM-11283A,NLA06608-1278,505253,8238,1,P,0,2.4,0
MM-09293A,NLA06608-0016,514463,7493,1,P,0,0.29,0
MM-10211A,NLA06608-0016,504743,7494,2,P,0,2.1,0
MM-10210A,NLA06608-0016,505403,7494,2,D,0,1.3,0
MM-10216A,NLA06608-0044,503703,7526,1,P,0,0,0
MM-10213A,NLA06608-0044,504343,7527,2,P,0,0,0
MM-10212A,NLA06608-0044,513703,7527,2,D,0,0,0
MM-10217A,NLA06608-0124,512183,7604,1,P,0,0.2,0.02
MM-09298A,NLA06608-0216,514513,7670,1,P,0,0.3,0
MM-10218A,NLA06608-0220,513353,7673,1,P,0,28,0
MM-09287A,NLA06608-0344,504443,7754,1,P,0,0.56,0
MM-09288A,NLA06608-0528,504903,7851,1,P,0,0,0
MM-10222A,NLA06608-0648,507123,7916,1,P,0,0.82,0
MM-10223A,NLA06608-0692,503713,7940,1,P,0,0,0
MM-10766A,NLA06608-0723,509123,7954,1,P,0,0,0
MM-09291A,NLA06608-0764,514553,7976,1,P,0,0,0
MM-10723A,NLA06608-0891,509993,8049,1,P,0,0.12,0
MM-10582A,NLA06608-0924,509153,8064,1,P,0,230,0.07
MM-10724A,NLA06608-0940,510603,8074,1,P,0,0,0
MM-10225A,NLA06608-1096,507133,8147,1,P,0,0,0
MM-10228A,NLA06608-1148,512233,8173,1,P,0,3.9,0
MM-10231A,NLA06608-1244,511333,8222,1,P,0,7.8,0
MM-10725A,NLA06608-1360,510053,8276,1,P,0,0.13,0
MM-11011A,NLA06608-1596,509773,8376,1,P,0,0.39,0
MM-10583A,NLA06608-1836,509213,8454,1,P,0,3.3,0
MM-11016A,NLA06608-1948,509143,8483,1,P,0,0,0
MM-10234A,NLA06608-2332,512523,8557,1,P,0,0,0
MM-10235A,NLA06608-2640,513383,8598,1,P,0,18,0
MM-10765A,NLA06608-2715,509163,8609,1,P,0,0,0
MM-11266A,NLA06608-2740,512743,8611,1,P,0,0,0
MM-11265A,NLA06608-2824,512583,8624,1,P,0,0.31,0
MM-10767A,NLA06608-2972,511343,8637,1,P,0,21,0
MM-11267A,NLA06608-3160,512803,8648,1,P,0,3.3,0
MM-11025A,NLA06608-3484,509663,8657,1,P,0,0,0
MM-11268A,NLA06608-3608,512833,8658,1,P,0,0.78,0
MM-10726A,NLA06608-3644,513143,8660,1,P,0,0.21,0
MM-11012A,NLA06608-3656,509753,8661,1,P,0,0.2,0
MM-11023A,NLA06608-3660,502163,8662,1,P,0,0,0
MM-11910A,NLA06608-R7101,515493,8881,1,P,0,0.17,0
MM-11911A,NLA06608-R7103,515643,8882,1,P,0,6.4,0
MM-11912A,NLA06608-R7104,515433,8883,1,P,0,0.98,0
MM-11916A,NLA06608-R7106,515443,8884,1,P,0,0,0
MM-11917A,NLA06608-R784,515543,8901,1,P,0,0,0
MM-12380A,NLA06608-R788,515703,8902,1,P,0,0.26,0
MM-11913A,NLA06608-R791,515513,8903,1,P,0.08,0,0
MM-11914A,NLA06608-R792,515503,8904,1,P,0,2.9,0
MM-11915A,NLA06608-R796,512633,8905,1,P,0,2.5,0
MM-09753A,NLA06608-0050,508673,7533,1,P,0,0,0
MM-11145A,NLA06608-0050,509633,7534,2,P,0,0,0
MM-11144A,NLA06608-0050,511063,7534,2,D,0,0,0.03
MM-11149A,NLA06608-0162,509553,7630,1,P,0,0,0
MM-09754A,NLA06608-0226,508463,7682,1,P,0,0,0
MM-09756A,NLA06608-0358,505463,7760,1,P,0,0,0
MM-09757A,NLA06608-0418,507243,7791,1,P,0,0,0
MM-09758A,NLA06608-0470,507283,7818,1,P,0,0,0
MM-11150A,NLA06608-0550,504383,7862,1,P,0,0,0
MM-11141A,NLA06608-0610,512013,7895,1,P,0,0,0
MM-11151A,NLA06608-0662,512303,7926,1,P,0,0,0
MM-11143A,NLA06608-0726,511893,7956,1,P,0,0,0
MM-11146A,NLA06608-0738,512133,7961,1,P,0,0,0
MM-11147A,NLA06608-0930,506893,8069,1,P,0,0,0
MM-11148A,NLA06608-0994,509453,8101,1,P,0,0,0
MM-09755A,NLA06608-ELS:1C2-032,508153,8797,1,P,0,0,0
MM-09759A,NLA06608-NH250L,506913,8845,1,P,0,0,0
MM-11142A,NLA06608-NH4912,504393,8846,1,P,0,0,0
MM-11384A,NLA06608-0013,517183,7487,1,P,0,0,0
MM-11394A,NLA06608-0013,516943,7488,2,P,0,0,0
MM-11393A,NLA06608-0013,517663,7488,2,D,0,0,0
MM-11388A,NLA06608-0077,517843,7564,1,P,0.9,0,0.14
MM-11392A,NLA06608-0077,516703,7565,2,P,1.1,0,0.21
MM-11391A,NLA06608-0077,517213,7565,2,D,1.1,0,0.2
MM-09872A,NLA06608-0333,514713,7745,1,P,0,0,0
MM-11386A,NLA06608-0761,516573,7974,1,P,0,1.8,0.04
MM-09873A,NLA06608-0781,514283,7984,1,P,0,0,0
MM-11385A,NLA06608-1037,517853,8123,1,P,0,0,0
MM-11389A,NLA06608-1101,517823,8149,1,P,0,0.12,0
MM-11387A,NLA06608-1273,516723,8236,1,P,0,0.19,0
MM-09415A,NLA06608-0015,504783,7491,1,P,0,0,0
MM-12526A,NLA06608-0015,507683,7492,2,P,0,0,0
MM-12525A,NLA06608-0015,510093,7492,2,D,0,0,0
MM-09417A,NLA06608-0116,503343,7600,1,P,0,0,0
MM-12527A,NLA06608-0260,503513,7706,1,P,0,0,0
MM-09070A,NLA06608-0340,503333,7750,1,P,0,0,0
MM-09418A,NLA06608-0356,504843,7758,1,P,0,0,0
MM-10858A,NLA06608-0564,509493,7870,1,P,0,0,0
MM-12381A,NLA06608-0628,503533,7908,1,P,0,0,0
MM-09071A,NLA06608-0996,503523,8102,1,P,0,0,0
MM-09419A,NLA06608-1124,504793,8162,1,P,0,0,0
MM-10856A,NLA06608-1236,510133,8215,1,P,0,0,0
MM-12524A,NLA06608-1279,504313,8239,1,P,0,0,0
MM-12523A,NLA06608-1284,509183,8242,1,P,0,0,0
MM-09416A,NLA06608-1295,504773,8245,1,P,0,0,0
MM-10855A,NLA06608-1300,504593,8247,1,P,0,0,0
MM-09420A,NLA06608-1380,504863,8287,1,P,0,0,0
MM-10857A,NLA06608-1508,504173,8343,1,P,0,0,0
MM-09304A,NLA06608-0073,502413,7560,1,P,0,0,0.04
MM-10607A,NLA06608-0073,510753,7561,2,P,0,0,0.04
MM-09305A,NLA06608-0237,502423,7690,1,P,0,0,0
MM-10603A,NLA06608-0237,515143,7691,2,P,0,0,0
MM-09306A,NLA06608-0585,503363,7880,1,P,0,0,0
MM-09307A,NLA06608-0733,515103,7959,1,P,0,0,0
MM-09308A,NLA06608-0797,515093,7993,1,P,0,0,0
MM-10606A,NLA06608-0889,504823,8047,1,P,0,0,0
MM-09309A,NLA06608-0905,506603,8055,1,P,0,0,0
MM-12487A,NLA06608-0925,510353,8065,1,P,0,0,0
MM-09310A,NLA06608-1261,515063,8228,1,P,0,0,0
MM-09311A,NLA06608-1529,506463,8352,1,P,0,0,0
MM-10602A,NLA06608-1862,510823,8462,1,P,0,0,0
MM-10605A,NLA06608-1893,504813,8474,1,P,0,0.53,0
MM-09312A,NLA06608-2037,502243,8503,1,P,0,0,0
MM-10609A,NLA06608-2185,505863,8538,1,P,0,0,0
MM-10604A,NLA06608-2453,510733,8572,1,P,0,0,0
MM-09313A,NLA06608-2477,504973,8575,1,P,0,0,0
MM-09314A,NLA06608-2797,504753,8619,1,P,0,0,0
MM-10608A,NLA06608-2889,510773,8631,1,P,0,0,0.04
MM-11521A,NLA06608-NV:2,517233,8847,1,P,0,0,0
MM-11520A,NLA06608-NV:3,517033,8848,1,P,0,0,0
MM-11519A,NLA06608-NV:4,517113,8849,1,P,0,0,0
MM-09871A,NLA06608-0021,504933,7500,1,P,0,0,0
MM-11587A,NLA06608-0021,504663,7501,2,P,0,1.5,0
MM-11585A,NLA06608-0053,506803,7535,1,P,0,0,0
MM-11948A,NLA06608-0053,517543,7536,2,P,0,0,0
MM-11588A,NLA06608-0229,517423,7685,1,P,0,0,0
MM-11944A,NLA06608-0341,517573,7751,1,P,0,0.26,0
MM-09868A,NLA06608-0421,504943,7792,1,P,0,0,0
MM-09869A,NLA06608-0533,505023,7855,1,P,0,0,0
MM-09870A,NLA06608-0753,506633,7968,1,P,0,0.46,0
MM-11945A,NLA06608-0993,517513,8100,1,P,0,0,0
MM-11586A,NLA06608-1045,510113,8128,1,P,0,0.15,0
MM-11946A,NLA06608-1189,517523,8192,1,P,0,0,0
MM-11947A,NLA06608-1333,517553,8257,1,P,0,0,0
MM-11584A,NLA06608-1365,509703,8278,1,P,0,0,0
MM-11390A,NLA06608-ALSC:020149,517433,8796,1,P,0,0,0
MM-10847A,NLA06608-0031,515043,7510,1,P,0,0,0
MM-11308A,NLA06608-0031,509323,7511,2,P,0,0,0
MM-10947A,NLA06608-0111,515013,7596,1,P,0,0.13,0
MM-11080A,NLA06608-0175,509783,7640,1,P,0,0,0
MM-11409A,NLA06608-0271,505423,7708,1,P,0,0,0
MM-11152A,NLA06608-0303,511253,7730,1,P,0,0.35,0
MM-10946A,NLA06608-0367,508973,7765,1,P,0,3.5,0.06
MM-10846A,NLA06608-0445,515033,7803,1,P,0,0,0
MM-11410A,NLA06608-0479,505433,7822,1,P,0,0,0
MM-09165A,NLA06608-0623,514093,7904,1,P,0,0,0
MM-10580A,NLA06608-0783,509513,7986,1,P,0,0,0
MM-11153A,NLA06608-0847,511193,8021,1,P,0,78,0
MM-10849A,NLA06608-0863,508683,8031,1,P,0,0.1,0
MM-09166A,NLA06608-0893,515023,8050,1,P,0,0,0
MM-09937A,NLA06608-1007,510293,8110,1,P,0,0,0
MM-10848A,NLA06608-1055,505323,8131,1,P,0,0.7,0.04
MM-11411A,NLA06608-1103,517383,8151,1,P,0,0,0
MM-09936A,NLA06608-1359,510283,8275,1,P,0,0,0
MM-11309A,NLA06608-1375,513843,8284,1,P,0,0,0
MM-11307A,NLA06608-1391,507753,8294,1,P,0,1.5,0
MM-11240A,NLA06608-OH:19,517483,8850,1,P,0,0,0
MM-11241A,NLA06608-OH:22,515743,8851,1,P,0,0,0
MM-09267A,NLA06608-0012,502613,7485,1,P,0,0,0
MM-11545A,NLA06608-0012,516813,7486,2,P,0,0.78,0
MM-09265A,NLA06608-0120,502563,7601,1,P,0,0,0
MM-11651A,NLA06608-0120,517003,7602,2,P,0,0,0
MM-10038A,NLA06608-0152,509193,7625,1,P,0,0.1,0
MM-11182A,NLA06608-0180,510103,7645,1,P,0,0.14,0.02
MM-11543A,NLA06608-0204,517023,7661,1,P,0,1,0
MM-11539A,NLA06608-0268,516643,7707,1,P,0,0,0
MM-10044A,NLA06608-0284,510623,7717,1,P,0,0,0.02
MM-11183A,NLA06608-0332,509883,7744,1,P,0,0,0
MM-11177A,NLA06608-0376,509693,7769,1,P,0,0,0
MM-09274A,NLA06608-0408,502553,7788,1,P,0,0,0
MM-11172A,NLA06608-0440,507633,7800,1,P,0,0,0
MM-10037A,NLA06608-0472,507473,7820,1,P,0,1.5,0
MM-11179A,NLA06608-0540,509903,7857,1,P,0,0.38,0.03
MM-10043A,NLA06608-0616,505043,7898,1,P,0.11,0,0.02
MM-10036A,NLA06608-0696,504803,7942,1,P,0,0,0
MM-09269A,NLA06608-0756,502203,7971,1,P,0,0,0
MM-11538A,NLA06608-0824,516683,8008,1,P,0,0,0
MM-09264A,NLA06608-0856,502573,8025,1,P,0,0,0
MM-09272A,NLA06608-0972,505003,8089,1,P,0,0,0
MM-11650A,NLA06608-0984,516933,8095,1,P,0,0.11,0
MM-10041A,NLA06608-1016,507493,8116,1,P,0,0,0
MM-11542A,NLA06608-1164,516953,8180,1,P,0,0,0
MM-10040A,NLA06608-1240,507583,8218,1,P,0,0,0
MM-11648A,NLA06608-1336,516673,8260,1,P,0,0.28,0
MM-11173A,NLA06608-1356,510023,8272,1,P,0,0,0
MM-11544A,NLA06608-1372,516763,8283,1,P,0,0,0
MM-11546A,NLA06608-1420,516663,8305,1,P,0,0,0
MM-09273A,NLA06608-1432,505783,8309,1,P,0,0,0
